,repo_id,commit_id,commit_index,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
32857,googleapis_gapic-generator,9e29edc93aaa8044d38577862c56dbd0991510c3,1,1444621620,"Initial version of GAP tools. Contains

- tools framework
- veneer codegen
- a simple version of a synchronizer
- gradle integration

See README.md and DEVELOPMENT.md for details.

Change-Id: I898304a27855fccfa02c5492736a9f3ce80829b7
",e935c8d103b48d2a4197cfbdc955e8bf5ab0ac4d,144,0,0,0,144,"7,5,2,0,0,0,1,11,52,38,28,0,0,0",11,144,11.0,19
36836,tinode_chat,1b3b5bdd1f0706f74afd869f7839195fe889c63a,0,1445533239,"initial commit of version 0.4
",,67,0,0,0,67,"2,17,1,9,3,0,1,1,21,11,0,1",12,67,12.0,19
40123,andyjennifer_androidxlazyload,ee1c6d36f81c04943d11b83d2150b17887a4c4e6,0,1579000459,"Initial commit
",,55,0,0,0,55,"6,7,5,1,0,24,0,0,5,2,5",11,55,11.0,19
41199,intel_userspace-cni-network-plugin,9c2dc4306398aace5c0aa8037e332b24bd00df68,0,1505484806,"vhost-user-net-plugin inital commit
",,721,0,0,0,721,"6,6,0,0,63,225,41,39,57,223,56,0,5,0,0,0,0,0",13,721,13.0,19
41211,intel_userspace-cni-network-plugin,6e9ee3acb8e09ee6c61d7498df4afcf6c75f92cf,48,1602681524,"Merge pull request #56 from przemeklal/glide_to_go_modules

replace glide with go modules","c491716c0e272e58f5fca4f64513d76ca2da1c0e,0758c8b3af6baf1c58e8ce0b42c7923391244259",2,17214,0,0,17216,"8,23,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,90,-14.0,19
42363,joyycom_vnn,be35ede0770f26d460f69bdcdae92c1d58ca495d,0,1638873593,"release Android and iOS
",,442,0,0,0,442,"3,21,92,32,120,112,16,6,27,0,10,3",12,442,12.0,19
42862,oowekyala_intellij-javacc,df3aa1ddb44a9cdaf5289971f8c0c3bd9cb6aa4b,0,1542328822,"Fork from gark87/ideaCC

Port project to Gradle
Port sources to kotlin
",,68,0,0,0,68,"6,6,5,0,1,0,0,0,0,9,38,3,0,0,0,0,0",12,68,12.0,19
62226,naver_ngrinder,2845d0ee8fc965d4b98a82dda9f3e416b764c088,1,1340079785,"initial version
",42bee55404c44fca4f347cf4c06e5df08e118af7,124,0,0,0,124,"3,3,0,0,11,9,12,33,8,21,5,18,3",13,126,12.0,19
63025,wukongopensource_wukongcrm-9.0-java,ed28d687e8ac132833f2036ebb9aed6b827ef73d,0,1557581966,"Genesis

### 悟空CRM9.0（JAVA版）
悟空软件长期为企业提供企业管理软件(CRM/HRM/OA/ERP等)的研发、实施、营销、咨询、培训、服务于一体的信息化服务。悟空软件以高科技为起点，以技术为核心、以完善的售后服务为后盾，秉承稳固与发展、求实与创新的精神，已为国内外上千家企业提供服务。

悟空的发展受益于开源，也会回馈于开源。2019年，悟空CRM会继续秉承“拥抱开放、合作共赢、创造价值”的理念，在开源的道路上继续砥砺前行，和更多的社区开发者一起为国内外开源做出积极贡献。

官网：[http://www.5kcrm.com](http://www.5kcrm.com/)

官网：[http://www.72crm.com](http://www.72crm.com/)

论坛：[http://bbs.72crm.net](http://bbs.72crm.net/)

演示地址：[demo9java.5kcrm.net](http://demo9java.5kcrm.net/)(帐号：18888888888   密码：123456)

JAVA版QQ群交流群①群：[1026560336](https://shang.qq.com/wpa/qunwpa?idkey=13d5e5809eb9feb350336e55c8b7a00b9cb472078b09b4441222a52dd76b278e)

悟空CRM采用全新的前后端分离模式，本仓库代码中已集成前端vue打包后文件，可免去打包操作

如需调整前端代码，请单独下载前端代码，前端代码在根目录的ux文件夹中

## 主要技术栈

核心框架：jfinal3.8

缓存：redis

数据库连接池：Druid

工具类：hutool,fastjson,poi-ooxml

定时任务：jfinal-cron

项目构建工具：maven

Web容器：tomcat,jetty,undertow(默认)

前端MVVM框架：Vue.JS 2.5.x

路由：Vue-Router 3.x

数据交互：Axios

UI框架：Element-UI 2.6.3

## 安装说明

配置java运行环境，redis环境，mysql环境将目录doc下的72crm.sql导入到数据库，修改`resources/config/erpsnow-config.txt`下的数据库以及redis的配置文件undertow启动端口号在`resources/config/undertow.txt`下修改jetty启动端口号在`Application.java`中修改

## 部署说明

本项目JDK要求JDK8及以上

### 一、Tomcat部署

```
<dependency>
    <groupId>javax.servlet</groupId>
    <artifactId>javax.servlet-api</artifactId>
    <version>4.0.1</version>
    <scope>provided</scope>
</dependency>
```

取消以上代码的注释，将jetty和undertow的引用注释掉，将packaging从jar改为war然后运行maven package命令，将war包放在`tomcat/webapps`目录下

### 二、Jetty部署

```
<dependency>
    <groupId>com.jfinal</groupId>
    <artifactId>jetty-server</artifactId>
    <version>2019.3</version>
    <scope>provided</scope>
</dependency>
```

取消以上代码的注释，将tomcat和undertow的引用注释掉，将packaging改为jar其他同Undertow

### 三、Undertow（默认）

```
<dependency>
    <groupId>com.jfinal</groupId>
    <artifactId>jfinal-undertow</artifactId>
    <version>1.5</version>
</dependency>
```

取消以上代码的注释，将jetty和undertow的引用注释掉，将packaging改为jar运行 maven package。将上述打包命令生成的 zip 文件上传到服务器并解压,将目录下的
`
72crm.sh/72crm.bat
`
放到解压后的目录下，运行即可

更换启动方式jetty和undertow时，需要更改`Application.java`中的启动文件

### 前端部署

安装node.js 前端部分是基于node.js上运行的，所以必须先安装`node.js`，版本要求为6.0以上

使用npm安装依赖 下载悟空CRM9.0前端代码； 可将代码放置在后端同级目录frontend，执行命令安装依赖：

    npm install

修改内部配置 修改请求地址或域名：config/dev.env.js里修改BASE_API（开发环境服务端地址，默认localhost） 修改自定义端口：config/index.js里面的dev对象的port参数（默认8080，不建议修改）

### 运行前端

     npm run dev

注意：前端服务启动，默认会占用8080端口，所以在启动前端服务之前，请确认8080端口没有被占用。
程序运行之前需搭建好Server端

## 系统介绍

以下为悟空CRM9.0 JAVA版部分功能系统截图

![](https://github.com/72crm/72crm/raw/master/ux/intro_img/g5.png)
![](https://github.com/72crm/72crm/raw/master/ux/intro_img/g7.png)
![](https://github.com/72crm/72crm/raw/master/ux/intro_img/g9.png)
![](https://github.com/72crm/72crm/raw/master/ux/intro_img/g10.png)
",,2610,0,0,0,2610,"6,13,19,44,1096,255,932,35,9,145,56",11,2610,11.0,19
63062,chat2db_chat2db,a8c0d8deb10479ad9e5445fee7795ba81048758b,0,1687271335,"first commit
",,844,0,0,0,844,"7,34,28,107,148,57,10,31,17,9,2,8,35,186,44,91,30",17,844,17.0,19
63544,perfma_xpocket,f4deba139731ef6deecc3dd1aafcc078e5c413d3,1,1610441260,"first setup
",adf50f408ea33b217b6eeb7a00007d53b1ea9c94,111,0,0,0,111,"5,17,4,4,0,0,4,0,0,17,45,10,6",13,112,12.0,19
63574,smartloli_efak,756cafe1c1a1469e31bd3d8e834fb0add414d906,0,1684338150,"feat: add springboot framework
",,1468,0,0,0,1468,"3,7,0,0,2,2,12,101,110,357,826,48",12,1468,12.0,19
71258,rockchip-linux_rknpu2,4044595e503d66c054d58179938a2c4077a012fc,1,1614738971,"Update RK356X NPU SDK to 0.6.0

Signed-off-by: Randall Zhuo <randall.zhuo@rock-chips.com>
Change-Id: Iaf6c25a0312eadb50db15ac9eb578e512a9be8ec
",f1ed7e7acf29d4f52e72816e95cadcbf8925830a,907,0,0,0,907,"2,2,8,19,2,18,67,304,186,81,143,54,15,6",14,907,14.0,19
75729,tronprotocol_sun-network,ae6a40f7a61ffafa419788d42a2f3aa6192ba2c0,0,1553590971,"init
",,994,0,0,0,994,"24,4,6,23,5,0,27,360,438,85,22,0,0,0",11,994,11.0,19
77068,onmyway133_icongenerator,c3de4abcb3005ba73baeb7750a2be4cd1e9df2dd,1,1503662887,"Add electron, react, react-dom, material-ui
",07b14acd36868c8ca922bcf5d43740024cdbcbf5,6121,0,0,0,6121,"3,1,1059,1467,1783,602,677,312,72,7,87,53",12,6123,11.0,19
79434,android_sunflower,7f613517a2b9e138bf49d58183b84c3d66eaad0d,1,1503554193,"Initial commit for project sunflower, the Android end-to-end sample app.

This commit is mainly to set up the plumbing for the project, and
consists of three parts:

- Generic README.md
- Scaffold Java project in java/
- Scaffold Kotlin project in kotlin/

Change-Id: I5a8c3469de6bbfbff77af687f7b6510b41495a35
",ec1172406b6c53ef8276ccc3e212547a96d5d9fc,73,0,0,0,73,"2,13,6,4,2,0,42,0,0,0,4,0",11,73,11.0,19
79671,hemin1003_yfax-parent,5d2b6bf7359ec71416c3072649657dc6457d6581,0,1523200444,"update
",,530,0,0,0,530,"4,29,9,4,17,8,72,37,48,230,72",11,530,11.0,19
83868,asobti_kube-monkey,383d0bb2aaf7282104cb0bd034c2cbab52b46d6b,2,1481159161,"vendor/ dir commit
",089e397d8be7a83146f22536470996ecf6bb1ff3,5246,0,0,0,5246,"8,12,1,54,668,1269,923,609,901,603,105,47,66,1",14,5267,11.0,19
85936,didi_knowstreaming,229140f06794804142d931e091369faeec0067e5,0,1584611974,"init
",,407,0,0,0,407,"5,13,0,23,92,22,0,0,0,18,96,125,13,0,0,0,0",13,407,13.0,19
88331,jetbrains_jewel,3e45181873ee0266b3ff149bcd04d35e981cd810,0,1644922169,"Initial commit
",,159,0,0,0,159,"6,6,8,2,0,6,15,45,11,10,10,40,0,0,0,0",12,159,12.0,19
88942,pupunzi_jquery.mb.ytplayer,8b0531ee5727e3ea04b15921a441851e9eb2b283,288,1444248681,"various fix
",7fa6989be81e0c53ec63fdd8ca5ec7301269fe3a,2785,0,0,0,2785,"5,14,52,54,371,966,453,219,248,108,159,76,83,4,8,0,8",17,2828,13.0,19
88949,pupunzi_jquery.mb.ytplayer,bb4d402bb097a703e7fd2b0dbadbd6b4710e517f,325,1463943963,"removed node-modules from commit
",ddc4152e9bac7ef22bae9f5f5b34ef18ce44a939,0,2785,0,0,2785,"5,16,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0",4,49,-13.0,19
88988,sofastack_sofa-tracer,80449a68747888f75eae0c9a00caf96f793a6eab,0,1526401437,"GitHub Commit
",,282,0,0,0,282,"10,4,11,0,6,9,1,51,14,4,76,79,14,3",14,282,14.0,19
89435,fomantic_fomantic-ui,58d39d258a2b31c9accc604afbc8a61794c5b12e,63,1367442340,"Fixes issue with accidental submodule


Former-commit-id: f2f2fbf22402b7bf2a808dbad20619cb212ee9ef
Former-commit-id: 1e28dcc450e2333906f61d603c1d5b1339a419e0",c42dd056e648fbf81e01d3a95b8c32f9eaf25ac2,5223,2,0,0,5225,"2,23,29,253,385,435,616,733,625,736,449,468,270,288,181,115,34,2,0,80",20,5724,15.0,19
89531,fomantic_fomantic-ui,f5b50794453904c2538cebaf426c519ded8cd9b0,355,1374183589,"Removes node_modules


Former-commit-id: 425cacfc58f8e441083bead94999fdd53814f1cc
Former-commit-id: bb9de770fa00905f18f5c8d6a199b8c9c52ae287",0e0c721647151c40539a2d7634869a6fcfa3ebbe,0,6201,0,0,6201,"4,10,66,183,62,58,333,12,0,0,0,0,0,0,0,0,0,0,0,0",8,728,-11.0,19
90853,xuuhaoo_oksocket,76904b77c1a0f1074bf61021a17a8fb8bed97f5b,1,1507823333,"beginning
",505a7d42fd03a2f07b01485f51087ca5d0f59bbb,2648,0,0,0,2648,"7,11,5,7,20,45,4,1527,622,125,138,99,39,0",13,2649,12.0,19
98003,kklisura_chrome-devtools-java-client,846a423bb3ff27de02d07078f19ca87f4d3b78b2,0,1515451875,"Initial commit
",,41,0,0,0,41,"2,0,0,2,0,0,0,0,0,0,1,3,6,5,7,10,1,4",18,41,18.0,19
103271,fonta1n3_fullynoded,a3e7f0ae1cf25e27283cd2cf16e2702eaa35104f,0,1540471982,"Initial Commit
",,986,0,0,0,986,"4,22,30,206,293,223,95,37,17,13,28,5,4,9,0,0,0,0,0,0",14,986,14.0,19
103296,fonta1n3_fullynoded,52968e8e4fde233a80b9dea5b05a86736249d004,45,1571407756,"Merge pull request #8 from tladesignz/master

My fixes","c06919facff2428a424d3c52e2856d7921981fc8,cc140fac55a102469b7f9f59e60f180f23c3c962",0,9673,1,0,9674,"7,7,46,158,7,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0",7,257,-11.0,19
113864,iacobionut01_gallery,977f7ff4e0ee3293d473b13d77db16583ec67f44,0,1678876966,"Initial push

Signed-off-by: IacobIonut01 <paulionut2003@gmail.com>
",,71,0,0,0,71,"6,9,3,1,0,19,0,4,2,5,22,0,0",11,71,11.0,19
114106,junkdog_sift,76525fbe905017c7096958c1dc6bc6ace7b5adb3,1,1667582663,"import
",958887cae60a6d1884af85349a65026bd26fc935,100,0,0,0,100,"6,9,13,0,0,0,17,35,9,11,0,1",12,101,11.0,19
114488,whyorean_aurorastore,dfc706b13ecebf2d6d76c35a00fd6ccd86aae04f,0,1613347656,"Initial v4
",,472,0,0,0,472,"6,3,2,2,5,255,1,8,14,76,79,21",12,472,12.0,19
117247,docker_machine,c76a9ceabf50aa23438f3d2fdd08df7c3cadb429,3,1417721305,"Vendor dependencies with Godep

Signed-off-by: Ben Firshman <ben@firshman.co.uk>
",85eca56e928eaf63901dbdcdbef6dc4530bd5ff2,364,0,0,0,364,"13,7,7,0,0,0,86,50,157,44,1,0,0,0,0,10,13",17,388,14.0,19
117517,liangludev_weyuereader,e7694ca1ce1a4eded54048fd96afee549719e90c,0,1519695197,"微Yue电子阅读开源项目
",,381,0,0,0,381,"6,1,0,1,0,213,0,1,55,85,19",11,381,11.0,19
125675,dropbox_dbx_build_tools,062b7ced7133a905f0db351ab8cd4e3c5733b30f,0,1576028387,"Update from Dropbox.

GitOrigin-RevId: 7aab909583470e1a1b512f5f9ee39ac661da5383
",,4860,0,0,0,4860,"6,24,158,39,87,284,1714,1260,652,346,136,48,71,1,2,5,3,10,14",19,4860,19.0,19
125792,hsmnzaydn_waaper-hd,fb9f59df215dbcbc3772f6d4814e02b4f4cd87e5,0,1588362785,"first commit
",,145,0,0,0,145,"8,23,4,5,0,26,0,37,4,18,20",11,145,11.0,19
132719,eclipse-capella_capella,c0bed0d82575664ec6ba5086eac11f0e432b05e8,0,1415966461,"[CQ][8780] Initial commit

Change-Id: Ic0b14511c6080ce72598dd27ce018d3f7e46be4d
Signed-off-by: Joao Barata <jean.barata@thalesgroup.com>",,12168,0,0,0,12168,"2,0,0,1511,689,360,2322,141,79,119,1143,2619,2601,472,91,19",16,12168,16.0,19
134123,karakasli_kmm-todo-app,076425443de54503eea9eb277650cfcaa59462ab,1,1655471645,"initial one shot commit :)
",a791dd849eee74c2546afa222bbbfd9251b6c108,162,0,0,0,162,"7,7,4,8,18,69,0,0,6,19,20,2,2,2",14,164,13.0,19
136324,getspherelabs_cosmo-kmp,2b7c29a5f78975d521147ba296122805c28c2a00,0,1693481801,"Initial commit
",,287,0,0,0,287,"8,3,13,41,23,31,6,0,18,100,37,7",12,287,12.0,19
138912,sensenet_sensenet,61946ef5064f8aad546092bb038b1c28e2305f89,3,1488962281,"Initial commit: migrating source files and references from TFS. Nuspec file included for assembling the nuget package.
",f59aa75c87bb31bbeef28aa366e8b5001a57621a,979,0,0,0,979,"4,1,206,445,185,38,7,3,3,16,73,2",12,983,11.0,19
139467,halilozcan_animearch,fafb258308b14df35e0b1d2f762afb61eb4c944f,0,1669897004,"First commit with love <3
",,95,0,0,0,95,"6,3,2,1,0,19,0,3,6,32,23,0,0",11,95,11.0,19
150081,tywo45_t-io,ac19cea02fb69d97491f6d5149962d522ace45ff,1,1492301145,"从码云迁移过来
",a00eec6dddc011dd02c63d7a35a0ecbbcc0cb381,908,0,0,0,908,"2,28,45,199,133,36,52,32,53,35,10,0,74,194,16",15,909,14.0,19
150219,darryrzhong_android-mvvmcomponent-app,ea027a7a1f283e96fe552030b7191087e6ad280c,0,1583042247,"项目提交
",,606,0,0,0,606,"10,43,4,12,7,223,0,37,169,71,30",11,606,11.0,19
151916,ddev_ddev,1f92dfdcba1f17cd8d9887801bfa22586f277d51,31,1474650640,"Dependency drift (#135)

* Modifications that account for google moving things.

* Adding the glide.lock file and vendor folder.

* Removing glide from the build steps.

* git ignoring the drud binary
",73380cee3f629883246f788281dabad2372fb217,12353,0,0,0,12353,"10,57,4,80,1037,3005,2957,1309,1217,1244,828,443,125,20,36,51",16,12423,13.0,19
152881,mailcleaner_mailcleaner,d6b8f8adff973fe85a1041925832e72ef25aeed8,0,1496155398,"Initial commit
",,5784,0,0,0,5784,"2,134,287,433,591,2335,1062,687,168,72,13",11,5784,11.0,19
155256,davidfantasy_mybatis-plus-generator-ui,8689d2088976a6eb486da8a48ffe4059b1091d71,0,1588694739,"Initial commit
",,102,0,0,0,102,"5,6,0,9,10,16,21,5,16,5,9,0",11,102,11.0,19
15022,redis_redis-om-spring,6f28093ff56c74cd3349e0b1349d943800f96eee,1,1635743420,"initial commit
",ec9ddb494028b45e613a32c0bc6c16eff37dd5ab,76,0,0,0,76,"13,9,0,3,0,3,0,2,12,30,3,2,0",12,77,11.0,20
19012,vkcom_knet,7949275942fbde863bd0971f0efa6307cefc25d3,0,1632121135,"First alpha release
",,93,0,0,0,93,"11,0,5,3,3,0,4,0,0,11,41,11,4",13,93,13.0,20
24709,almighty-alpaca_jetbrains-discord-integration,bcae8d1565086269ec6f7ee21c851a413861c1ea,108,1551633979,"Purge before rewrite
",a47d81457a18ac58f2b4cd59859781751b19401a,0,49,0,0,49,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-12.0,20
24710,almighty-alpaca_jetbrains-discord-integration,f52f72b3c625151d1387643cf6fa2db5dce2bdef,109,1551634040,"Initial rewrite
",bcae8d1565086269ec6f7ee21c851a413861c1ea,494,0,0,0,494,"10,4,115,312,0,1,0,0,0,0,10,33,9,0",13,494,13.0,20
24867,klaussilveira_qengine,ee025b869f94bced372423633233db28a3469ae3,0,1532278755,"Initial commit.
",,1383,0,0,0,1383,"7,3,87,412,241,588,32,1,8,0,4",11,1383,11.0,20
28757,lukoh_lukohsplash,d95565cd72014e1e73ff736d18049a732e12913f,1,1627820199,"First commit
",6324b2b5a8831176be83ee7e2f7e1650fa17a39f,225,0,0,0,225,"1,3,0,1,0,71,0,2,17,33,38,43,14,3",14,226,13.0,20
29500,mayuce_androiddocumentscanner,8b34b1ed65ebb2cefed2081d8b41a739b86681b5,0,1551795912,"Initial commit
",,406,0,0,0,406,"6,12,4,3,1,63,5,139,8,1,164",11,406,11.0,20
34049,mohamed-emad126_moviesmix,65fed3e6fa5422b02b984f499e43986713a34243,0,1639485078,"Initial commit
",,139,0,0,0,139,"6,7,2,2,2,78,0,3,17,9,13,0",11,139,11.0,20
36094,appleseedhq_appleseed,35ce58d4ac72f0e9a57141384c8b484fb2f0163f,0,1278178063,"initial import.
",,33186,0,0,0,33186,"1,8,134,825,2949,11259,9513,6436,1373,384,249,34,21",13,33186,13.0,20
37666,huolalatech_batteryfinder-android,e8bf6186906caa0825494609f9ed263bb1cf39e1,0,1702280793,"first commit
",,109,0,0,0,109,"9,7,2,2,1,23,2,11,8,8,36",11,109,11.0,20
41300,didi_falcon-log-agent,e0b7ad067cf48a4f40d6a180ab6d3b6424a47b01,0,1530445683,"first commit
",,1524,0,0,0,1524,"7,3,18,63,168,768,238,108,32,9,74,23,10,3",14,1524,14.0,20
42845,wepay_waltz,3f51eda7c1f33d9af3d2a9371eaa21137bb99d85,0,1568048660,"Initial import
",,444,0,0,0,444,"10,45,20,12,18,2,9,19,46,168,80,15",12,444,12.0,20
44026,yuttadhammo_bodhitimer,e0e19db445d7006814ae4a198a79a258d7de0901,0,1411590176,"first commit for new gradle repository
",,474,0,0,0,474,"6,12,7,9,10,106,181,12,109,20,0,1,1",13,474,13.0,20
51075,qist_tvbox,fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,165,1661302519,"更新 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",1fe2b7b6242c95ef0f07f88ed2e32f552fd30448,0,0,1,0,1,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",17,24,15.0,20
51076,qist_tvbox,d9cb84f70c851330cbb942111c2c2e4e966596bc,166,1661302879,"删除 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https:/gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https:/gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,0,1,0,0,1,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,23,-15.0,20
53749,professordeveloper_kitsune-app,33da101a2be3475969b65e8fcfa08551920c4f10,0,1699250359,"Adding apollo
",,100,0,0,0,100,"6,13,2,1,3,38,0,2,15,8,12,0",11,100,11.0,20
55112,hyperledger_caliper,9036266b7afa41b3c30dc4635d636e2ab5023e7c,0,1521512990,"Initial commit

Signed-off-by: Haojun Zhou <zhouhaojun@huawei.com>
",,261,0,0,0,261,"4,12,38,45,17,4,25,19,14,33,50,0,0,0",11,261,11.0,20
59103,laodaobazi_ldbz-shop,35fba175c8ce513a6c40e0b5f2824d7490fee67b,1,1536572345,init,bb59b16d149d6079481de82583b00e96d125f76d,4853,0,0,0,4853,"6,114,163,91,139,644,1208,1100,609,261,351,165,3,0",13,4854,12.0,20
59354,twtstudio_wepeiyang-android,ccca6b72b880aac2d5ded6cfe7cc6cf830069aab,1,1447602479,"rename package name
",c641dc599cdf1c43ce42bc3e4befad647d3e4414,231,0,0,0,231,"1,7,11,4,1,0,114,0,3,28,20,36,7,0,0",13,232,12.0,20
60743,thelumiereguy_shadershowcaseapp,405fcd130f4eb9d0616c49785978e9f3d450b013,0,1636296209,"Initial Commit
",,66,0,0,0,66,"7,9,3,1,0,32,0,2,0,1,6,5",12,66,12.0,20
61744,openvinotoolkit_openvino,866530fb047cd17af6bd2dbbde5f5cb35f876840,1,1539686703,"Publishing R3
",c37d4661a27afb408a45f7752acea968032afcc0,6787,0,0,0,6787,"8,17,75,391,459,932,492,412,58,106,843,1229,746,849,113,58",16,6788,15.0,20
66615,didi_knowsearch,211c28563e4a940c8bb34b2396eff4ab612ba22c,0,1649908572,"初始化工程
",,2751,0,0,0,2751,"3,13,26,27,71,22,40,230,0,0,24,165,375,578,757,312,107,1",18,2751,18.0,20
67339,jvm-rasp_jrasp-agent,c51c7e48329e87d7d92f8b199bf87d1b44db5d6b,0,1637733320,"项目初始化
",,325,0,0,0,325,"3,15,0,0,5,2,1,150,85,40,20,0,4",13,325,13.0,20
69424,aartikov_sesame,173106a4fa6aba2c7388cbd0ab4fd9c91f858330,0,1599487980,"Initial commit
",,94,0,0,0,94,"6,7,2,2,0,30,0,6,29,7,5,0",11,94,11.0,20
72262,nuls-io_nuls-v1,b17b56f29cda5ed52ef67f2e4a36fe9eb21e2336,0,1506567185,"init
",,103,0,0,0,103,"3,12,0,0,13,3,23,15,29,4,1,0,0,0,0,0",11,103,11.0,20
75325,furkanaskin_weatherapp,c7a232bfb8e6796bb608e9b106f03872b17deac0,0,1571295578,"Initial commit
",,97,0,0,0,97,"7,3,8,16,0,25,0,0,3,12,23,0",11,97,11.0,20
78881,doomsdayrs_jikan4java,7a4ef5052a0f6a2023fdf8f37d475c2ab714c64b,42,1540751452,"New project structure, Finished
",fad4c2682acc59cf68aee1c9412d78bcac0fab5c,36,0,0,0,36,"6,0,0,0,0,0,0,1,0,5,17,13,0,0",12,42,11.0,20
81078,romgrk_node-gtk,c95f0d27d215cbbad883d762a22ba53dc2624a2b,3,1450386471,"trying to make node-gtk available via npm through a build process
",fad71f329c419e7ea9334725a42d0430366a217d,1839,0,0,0,1839,"8,14,399,180,179,75,231,163,193,47,254,47,64,6",14,1860,11.0,20
81079,romgrk_node-gtk,f00c33064cc9eee54bd7783176befb92b6c26a4d,6,1450386588,"dropping node modules
",093a75520a5af62a5758196208057d39a392e463,0,1837,0,0,1837,"8,14,1,0,0,0,0,0,0,0,0,0,0,0",3,23,-11.0,20
84573,xiaojinzi123_component,30c3e9297673bea9c6b771481ddb1315b9c1f736,1,1533715384,"init
",5b28c3ffdf106af27e5c717ca04a8a5a68c47904,295,1,0,0,296,"6,26,3,8,4,55,9,35,19,4,82,29,15,0",13,295,12.0,20
88440,valvesoftware_source-sdk-2013,39ed87570bdb2f86969d4be821c94b722dc71179,0,1372285324,"First version of the SOurce SDK 2013
",,7469,0,0,0,7469,"3,0,11,637,4592,1312,318,184,216,110,0,86",12,7469,12.0,20
90086,microconfig_microconfig,f26d309b1c2953e65bcd24b63ec628060b2f876b,1,1549742811,"moved to github
",c460d3730660e28b3d8374dc50c77f5b34628cc0,389,0,0,0,389,"9,2,3,6,0,1,5,30,74,76,138,39,7,0,0",13,390,12.0,20
90416,poculeka_pulltorefresh,a847ffcd755737ea7b349148a60d7d5599acd7e4,0,1614987272,"Initial commit
",,46,0,0,0,46,"0,6,8,4,1,0,18,0,5,0,4",11,46,11.0,20
91312,boostcampwm2023_and04-catchy-tape,3a5450244a5a076898eacf1fb7d841038600ab4f,1,1700447162,"v0.0.1
","e4622fee22984b89bef8cc316d1068ddcfdd918c,1ce8c0341155bfe6106b389a9d70b65900164705",167,0,0,0,167,"2,16,19,47,2,5,19,31,2,0,0,11,14,0",13,168,12.0,20
97693,domaframework_doma,53588ec5e19218b322e931bb5f228092164971bc,1,1246262296,"git-svn-id: https://www.seasar.org/svn/doma/trunk@3 362887e2-e868-44d1-a061-b03550a0b845
",e359ba0f1cf8188f4de05554fa02d525e91714b7,587,0,0,0,587,"0,5,3,0,0,1,8,37,92,70,301,44,26,0",13,587,13.0,20
100944,openmage_magento-lts,d19f0e13d3d2fcbcc2d8fa6073568d5f95442470,0,1232232282,"Import Magento Release 1.1.1
",,7382,0,0,0,7382,"12,19,140,425,1126,940,1885,990,776,487,390,131,49,8,4,0,0,0",15,7382,15.0,20
101923,box_mojito,4babfee270f081f4c8fec8f9277db8a88a6bbdb2,0,1471568328,"first commit
",,961,0,0,0,961,"6,10,0,0,9,16,23,24,66,118,261,152,1,26,190,48,11",17,961,17.0,20
103553,centaurusinfra_arktos,75e947641eb1710c25213c1e7c66038833bb5b5b,0,1560896510,"update README
",,19141,0,0,0,19141,"34,190,639,2702,4610,3372,3846,1638,1067,718,127,107,82,5,4",15,19141,15.0,20
