,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,lang,95%,99%,99.9%,output
109765,wimoor-erp_wimoor,5d8533b95224f4261a48f0d9f7acfe0eff4e1953,1704614257,"删除旧版本
",0bb2707782a9a32e5d0ac4f7ec91b36a61392464,0,4372,0,0,4372,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-13.0,36,Java,9.0,12.0,15.0,node_modules
109766,wimoor-erp_wimoor,9799e4a5756e86ac425202049ab0799854aee8f0,1704614469,"深圳市万墨信息科技有限公司
",5d8533b95224f4261a48f0d9f7acfe0eff4e1953,4510,0,0,0,4510,"5,29,114,85,823,61,110,323,32,312,1523,972,121",13,4510,13.0,36,Java,9.0,12.0,15.0,node_modules
109835,wp-erp_wp-erp,7d70b1b512b45aebc81e89f290d9e5b534e2b5ee,1544433411,"Working on row field calculation (#737)

* Fix leave days count

* add datepicke

* Get selected customer billing address

* Update accounting assets path to load images

* Working on row field calculation
",490717431e11a3fb5677479d2307b280fe53b1db,15,0,0,0,15,"12,26,116,161,288,61,6,24,0,0,0,0,0,0,0,0,0,4,0",18,698,10.0,60,PHP,5.0,9.0,14.0,node_modules
109935,conda-forge_staged-recipes,e3a5edf574ec56919d0e06d4a523bee3f2db68f6,1595970566,"Merge pull request #11935 from joseph-zhong/tilt-recipe

adding tilt-dev/tilt recipe","d514501987265a995c096d1322abe6bd75fea708,6e3bd2930ed5ea834b307010dd57679a993fd8be",179,0,0,0,179,"10,20,9,2,1,16,120,29,5,1,2",11,215,7.0,74,Python,4.0,7.0,11.739000000001397,node_modules
109937,conda-forge_staged-recipes,ba966c16de4deb7ce01abf949a46c11b3533a648,1595982169,"Removed recipes (batman-package, tilt) after converting into feedstocks. [ci skip]
",58c082a0efe10e150b60763ced4909a121593677,0,180,0,0,180,"10,20,4,2,0,0,0,0,0,0,0",4,36,-7.0,74,Python,4.0,7.0,11.739000000001397,node_modules
109938,wp-erp_wp-erp,59073e7b1128cfb623f32b5c8409562473df899b,1554306731,"remove obsolete folder from project
",0c44b7d14797a3bf6536c79f889e97c525600997,0,20,0,0,20,"12,27,109,168,303,64,4,94,12,0,0,0,0,0,0,0,0,0,0",9,793,-10.0,60,PHP,5.0,9.0,14.0,node_modules
109994,sofianehamlaoui_lockdoor-framework,b94ee9d8d8c10d6722d994357b855f30dcc784b0,1567791511,"Adding Resources
",918f4d8f91437614efda9cfc2f369f574c4d21bb,1469,0,0,0,1469,"5,3,82,135,106,376,421,151,150,45",10,1474,8.0,24,Python,4.0,7.0,11.739000000001397,node_modules
110050,sofianehamlaoui_lockdoor-framework,fdb60017d56fa3e93ec3a4d1fd156d8afbf7adc6,1577340031,"A
",133895bc20c53d38c2016a73942719824e7bef8c,0,999,0,0,999,"0,0,0,0,0,0,0,0,0,0",0,0,-10.0,24,Python,4.0,7.0,11.739000000001397,node_modules
110051,sofianehamlaoui_lockdoor-framework,ebc9cffd064d41f3996fb710ae8ab8f7f887cfe1,1577340109,"Lockdoor 2.0 is OUT
",fdb60017d56fa3e93ec3a4d1fd156d8afbf7adc6,998,0,0,0,998,"7,16,110,126,78,183,258,119,99,2",10,998,10.0,24,Python,4.0,7.0,11.739000000001397,node_modules
110079,arangodb_kube-arangodb,9740326af60cc19ff9fb13a2ca30b125490c97e3,1518531105,"Merge pull request #2 from arangodb/initial-code-structure

Initial API objects & vendoring","59818034cbac5b27860a80abb60850d370a4bf69,7cf5c317f473566b2fbe42c02426541c23565661",6332,0,0,0,6332,"7,6,29,106,997,2022,1615,893,432,124,80,36,5,4",14,6356,11.0,21,Go,6.0,10.0,15.0,vendor
110159,diffgram_diffgram,03e8d25935d7a449634d76ef0bb7a1b1db60b95c,1618359939,"Merge pull request #14 from diffgram/open-core-v1

Open Core V1","f9144ab6cfc017833a4f0decf43eedda636d8c3e,5d2d4e3f8b6f45b66e3919c408052bbcf12fe662",873,0,0,0,873,"7,43,89,194,242,115,21,112,52",9,875,8.0,36,Python,4.0,7.0,11.739000000001397,node_modules
110314,olimex_diy-laptop,a3cd74e3e1509800134d2ebdfdb5cccc02107db3,1509716606,"Merge branch 'master' of https://github.com/OLIMEX/DIY-LAPTOP
","bff472c779ae7561711f2cac99a98aa3ec57b044,d867a2260d72373c3a58b1a19019faff80f8cb49",55599,0,0,0,55599,"2,4,0,111,2489,12769,20094,12327,6666,904,574,103,218,4,14,5",16,56284,11.0,18,C_C++,6.0,11.0,13.0,node_modules
110363,andriydruk_swift-weather-app,b4a3ca6829228e62fb9b2fe6ffb6068ed24206cc,1587418346,"Dev: init commit
",b66debd3f1c19fb2863d1cf1ee13874d19805656,74,0,0,0,74,"3,12,7,2,1,4,34,0,5,8",10,76,9.0,1,Swift,5.0,9.0,13.0,initial
110492,giantswarm_operatorkit,f3acaab856d8c8701d87d0704c93db2671be4dd8,1494425580,"Merge pull request #1 from giantswarm/k8s-client

Repo structure and k8s client","059d5d2088da9788b740f957b7025880f80ba54c,c23b1e62ea9007096ebb3376d2023877cb8af240",3957,0,0,0,3957,"7,0,3,55,649,1294,1103,528,311,6,2,0",11,3958,10.0,58,Go,6.0,10.0,15.0,node_modules
110492,kubernetes_kops,72a79d7998be6f17bdddc30f5489ea144967dcbb,1462578950,"Merge pull request #8 from justinsb/fintegration

cloudup & nodeup: direct, terraform, cloud-init","be661c34efea00067cae17e863263a710e965d7e,d4c2cfaae7f900586d87bd468042aa0b112b7c89",189,0,0,0,189,"3,6,0,23,23,35,30,15,36,16,5,0,0,0,0,0",11,192,10.0,40,Go,6.0,10.0,15.0,initial
110525,openjdk_valhalla,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,12.0,39,Java,9.0,12.0,15.0,node_modules
110655,kiryha_houdini,223773f3f27fa49fb8cc56f2b200c48ebad16bd4,1561037740,"Eve initial commit
",70ec994bee140cd449378246275e96bd9ba6cf62,36,17,30,0,83,"4,23,18,3,0,3,0,0,7,9,1",11,68,7.0,5,Python,4.0,7.0,11.739000000001397,initial
110670,kiryha_houdini,adc17805555c1b27d75eb6760653096944357c7c,1594787939,"Clean repository
",494654361b6019d8c67b1db04c098ec3fd177747,0,73,0,0,73,"2,0,1,0,0,0,0,0,0,0,0",3,3,-8.0,5,Python,4.0,7.0,11.739000000001397,node_modules
110758,atlassian-api_atlassian-python-api,98162804c86205626c8250da92786ee9699126aa,1606825012,"[BitBucket] Add mockup for the URL response in the test of bitbucket. (#623)

* [BitBucket] Add mockup for the URL response in the test of bitbucket.

* [BitBucket] Fix paged API for second call",1f58dfc2547db177e9cedc9f15bea7df6582daf8,30,0,0,0,30,"18,32,81,2,7,1,4,1,6,9,2,2,1,0,0",13,166,8.0,47,Python,4.0,7.0,11.739000000001397,node_modules
110825,tsantalis_refactoringminer,5678ff644f43719d81bb8151b17fc9fe4db55eac,1694914298,"Refactoring oracle test with local files (no more cloned repositories)
",203573314a0db9dc3ca7cb24510a029117bce5a7,13163,0,0,0,13163,"9,0,3,119,582,79,1404,24,27,202,713,796,1650,2717,2994,1737,1120,544,94,11,11,0",21,14836,13.0,17,Java,9.0,12.0,15.0,node_modules
110875,matrix-org_matrix-rich-text-editor,4bd6704b0b15ca632b9ecbfbeab645b08b9a6b0a,1657104114,"Attempt to link to an Android project
",0cdd7f17318d4bffc533b7f1e935c8ee980c4867,40,0,0,0,40,"6,0,15,14,2,1,0,16,0,3,0,0,0,0",10,57,6.0,59,Rust,3.0,6.0,10.0,node_modules
110876,matrix-org_matrix-rich-text-editor,f62d24628b2ecd57b7f9c816da77327baf68eda0,1657195311,"Merge in what I leared from example-rust-bindings
",1d4414e5787cb69a011a7704d308c1f9e60ba6b8,0,37,0,1,38,"6,0,9,5,0,0,0,0,0,0,0,0,0,0",4,20,-6.0,59,Rust,3.0,6.0,10.0,node_modules
110876,deroproject_derosuite,a390b5e235553dd742ecd7b368c2398339e35143,1516269990,"Status update release 1
",5656ea75985b86da1e2a949fb57868031ebe07d9,2345,0,0,0,2345,"4,88,13,4,221,1024,594,278,50,60,10,0,0",11,2346,10.0,57,Go,6.0,10.0,15.0,node_modules
110876,micromata_dave,1888acb869d52a8ce7103b9370c4507d12af00d0,1677743839,"Remove the vendor directory

The vendor directory ensures reproducible builds even if e.g. GitHub is
down or unreachable. However it is also dozens of MiBs that need to be
regularly updated. It is also no longer automatically used by `go`
unless in `-mod=vendor` mode.

My take on this is that anyone concerned about modules disappearing from
the ecosystem can run `go mod vendor` locally, and/or set up a module
proxy. As for reproducibility, go.sum has enough information to ensure
that builds are identical for a given Go version.
",d2b01bf5babda771bf0415aaa62d9800bd590852,0,3017,0,0,3017,"12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0",4,25,-13.0,5,Go,6.0,10.0,15.0,vendor
110881,aimeos_aimeos-core,ae2550432659222d9bc9000d7327931f87766b4e,1352107476,"initial commit
",640f3c3242442ed7b05da80bc1a4231f0a206749,3357,0,0,0,3357,"8,1,15,160,380,267,424,534,1029,89,111,8,1,37,9,285",16,3358,15.0,46,PHP,5.0,9.0,14.0,initial
110882,matrix-org_matrix-rich-text-editor,04a2ac7d4a795ef8d172a989839a036f720f2dbe,1657891239,"Merge pull request #1 from jmartinesp/android_project

Add example Android project.","01bc270a00747225459fd1e10153b2d1306e3e37,50bc5d84b08312be99362852c4280c3d29b498cf",45,0,0,0,45,"7,0,21,26,3,1,0,21,1,0,3,0,0,0",11,83,7.0,59,Rust,3.0,6.0,10.0,node_modules
110992,weizhiqiang1995_erp-pro,bee70b212d1ba24af3cb6738e483854ff5464805,1567945226,"erp系统架构
",b9992f69ece77fabcc3fdc40d7140a381b77eab4,1934,0,0,0,1934,"5,32,21,0,5,3,22,252,63,90,145,967,307,6,9,10",16,1937,15.0,12,Java,9.0,12.0,15.0,node_modules
111037,alibaba_alisql,a013d28883703e45ad1a735d49020032efda6393,1476410682,"Merge branch 'RC_20161015'
","af6541e2622c4524b895a35c6d4eb2143c658791,acffb01d72b9bdebb7715b24badf08149a115c06",16733,0,0,0,16733,"10,1048,3537,1023,7046,2564,534,175,223,123,197,134,100,20",14,16734,13.0,70,C_C++,6.0,11.0,13.0,node_modules
111211,phpfusion_phpfusion,30c1ee984c855f3e89e34d1b65a6a8ba8779555f,1410538530,"Init Commit 7.03

Initial Commit
",be4f0660a58dd036e4000319ccfb260632b2dcdc,2952,0,0,0,2952,"33,136,1023,764,249,336,259,40,23,42,40,8",12,2953,11.0,48,PHP,5.0,9.0,14.0,node_modules
111309,openjdk_jdk,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,12.0,41,Java,9.0,12.0,15.0,node_modules
111601,microsoftgraph_msgraph-sdk-dotnet,b83adfc2410fd4f736e9b4790990e3c111233fea,1677617978,"Merge pull request #1656 from microsoftgraph/feature/5.0

Merge feature/5.0 to dev","3ca0f98760c4ecbf2605668dcecd29b43b0d5bce,3c4323f534ba1eca89c84f1e9533d402855b1429",11541,14197,0,0,25738,"11,27,12,12,2481,743,959,1198,1279,983,1550,723,504,380,233,185,139,94,61,33,16,6",22,11629,16.0,66,C#,6.0,10.0,12.0,node_modules
111695,anyrtcio-community_anyrtc-rtmp-opensource,3136d0201693aade484d89e6b1639b52f4f7c6ca,1474255220,"Merge pull request #1 from AnyRTC/my_branch1.0

Init project, just Android","40ebb69d6c1bb963f0f1663aa283df8f4cd8a2c2,f3ab066d3b9a05b3a2b08bb7966148c18676420c",2173,0,0,0,2173,"2,56,437,576,452,116,129,261,66,59,16,5,0,0,0",12,2175,11.0,49,C_C++,6.0,11.0,13.0,node_modules
111723,anyrtcio-community_anyrtc-rtmp-opensource,89428aa6b9177b997ce6e32c593069a0e73c70f5,1642149992,"Remove old code
",16d1a907f34cec5dbc2c80748a552967d8ed57cf,0,2816,0,0,2816,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1,1,-11.0,49,C_C++,6.0,11.0,13.0,node_modules
111724,anyrtcio-community_anyrtc-rtmp-opensource,f051d7ed5249cddda62db6220e7cda5a8734ddcf,1642150613,"Add new code
",89428aa6b9177b997ce6e32c593069a0e73c70f5,4363,0,0,0,4363,"1,58,457,966,1049,695,358,140,33,58,523,26,0,0,0",12,4364,11.0,49,C_C++,6.0,11.0,13.0,node_modules
111727,dwyl_learn-travis,f0c0d81e0bd5669a5cc456dfb0de6a75e64ef542,1382177839,"adds simple node.js hello world, basic grunt file and .travis.yml config
",ed98ad03275ec41745a221b54769e556d7120c7a,1487,0,0,0,1487,"7,7,6,36,137,115,202,243,247,136,74,83,36,30,19,32,2,0,80",19,1492,17.0,37,JavaScript,5.0,9.0,17.0,node_modules
111728,dwyl_learn-travis,39a0f9a1567401ff185da17e03cc704a7d015d24,1382177948,"add .gitignore
",f0c0d81e0bd5669a5cc456dfb0de6a75e64ef542,1,1478,0,0,1479,"8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,15,-17.0,37,JavaScript,5.0,9.0,17.0,node_modules
111815,schildichat_schildichat-android-next,cf3f1e8f5d3c08e0451516a3337c0a8dfe7a8396,1689777808,"Merge branch 'release/0.1.0' into main
","ce73999b325685801fc9ad97d8899be06157ba4e,629462c6705776b3f7105abfe9400e2c6c0536a6",2615,0,0,0,2615,"16,29,85,119,14,51,895,137,14,37,52,109,358,466,141,95,0",16,2618,15.0,34,Kotlin,9.0,11.0,13.921000000002095,node_modules
111857,eclipse-rdf4j_rdf4j,0aa98bdac1b04525c0d06e0093b47f8e28d66dbc,1452811103,"Merge branch 'prelim-approved-contrib' of github.com:eclipse/rdf4j
","23d424382616cffb6e86e7a9ecad1594261f590d,6a4648c7294ac88b148c50cdb846345361323af4",3029,0,0,0,3029,"6,4,34,48,6,14,132,449,342,165,384,566,377,394,109,0",15,3030,14.0,75,Java,9.0,12.0,15.0,node_modules
111914,eclipse_steady,c07077d82598a6444986307814e8781373c206ca,1539274250,"Finally: Vulas goes open-source
",7b2973c8907ccd21715686d60b3d1471d1d23b3b,1973,0,0,0,1973,"8,32,28,25,136,173,69,55,35,160,301,51,11,4,270,588,28",17,1974,16.0,22,Java,9.0,12.0,15.0,node_modules
111917,alibaba_bindingx,fcfc73e2f6fc01594b8f974aca8602eeaeaa5f0e,1514185944,"chore(android): create basic project directories
",808e4a37b9769aa7ed5c882251a081d80e5c1cbc,30,0,0,0,30,"6,11,3,2,1,0,18,0,0,0,1,0,0,0,0,0",11,42,9.0,7,JavaScript,5.0,9.0,17.0,node_modules
112031,matklad_config,1add6cbadf1fecd5b58439dca21b77ac5769b7ec,1576512805,"minimize-ff
",77bf29b9381c3df555acc83b9d9caede27bf6d2f,2,0,0,0,2,"8,8,11,0,0,0,0,1,0,1",10,29,7.0,16,Rust,3.0,6.0,10.0,node_modules
112070,get10101_10101,9bdc4ca88b931156afb65aad61f7316c2cfcbf04,1674188890,"Merge pull request #31 from bonomat/chore/setup-mobile-project

Resolves https://github.com/get10101/10101/issues/9","23fbd49f7e8f9beba964f488aaa0e9485ef7e777,771f321a7f653cd4de1ab18ca971fc6583183902",140,0,0,0,140,"5,5,30,42,14,37,0,9,0,1",10,143,7.0,7,Rust,3.0,6.0,10.0,node_modules
112330,marko-m_inchoo_socialconnect,0155e6dc9f3234bd154464f7baf51e6c24ebb9f7,1372612665,"Initial code
",dec3146b4e74e1284af36f722145efdcc4f4c773,40,0,0,0,40,"1,0,2,1,0,0,12,18,2,4,1,0,0",11,41,10.0,57,PHP,5.0,9.0,14.0,node_modules
112474,alex-saunders_glicky,fea453b0ca50fa431b09485a46808cd05e8b0dc0,1553342965,"v2
",bae2fbf19568d47960a10d2a2eb2b5fa731777a9,230,0,0,0,230,"4,8,79,29,62,27,11,4,4,3",10,231,9.0,66,JavaScript,5.0,9.0,17.0,node_modules
112569,florent37_kotlinpleaseanimate,99dbf1926726a1d3d385225c52c1d8dda9ac2a08,1520944716,"initial import
",9d9b2eacc5ba523dac090020f7cb5eb49685c6e4,115,0,0,0,115,"8,19,2,2,0,23,0,0,0,7,11,46",12,118,11.0,12,Kotlin,9.0,11.0,13.921000000002095,initial
112629,elonpark_ribsreactorkit,be459e282087fd896168edc5768710cb4e6567e8,1587822397,"Merge pull request #1 from ElonPark/feature/create-project

Create project","540d27e561f9f5f1d47cc8c39a3f87c971a6acc2,9f9b9c3df6e07b0deab366bbdb6603a11d339078",7917,0,0,0,7917,"3,3,9,6,273,486,1679,857,747,760,424,497,563,391,259,486,247,63,145,9,9,4",22,7920,21.0,48,Swift,5.0,9.0,13.0,node_modules
112635,elonpark_ribsreactorkit,b5613b3604546a2a798a744a4a494052317d24db,1596396843,"Merge pull request #20 from ElonPark/feature/RIBsTreeViewer

Add RIBsTreeViewer","801201b8841ce99f083b44f0961bedc9f4d08477,b1e90ef22266cfc00ddc766b733e44705e92dc45",15,4920,1,0,4936,"4,5,6,19,15,61,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",8,141,-9.0,48,Swift,5.0,9.0,13.0,node_modules
112672,ainfosec_fissure,025d0dcf606f90a50574fece703ce7ba7e4315d6,1660164292,"Initial commit
",18bb5f4b487eee40151ba7509be748b76a8e6a18,4324,0,0,0,4324,"11,113,758,230,1248,1051,347,473,95",9,4326,8.0,36,Python,4.0,7.0,11.739000000001397,node_modules
112726,apache_arrow-datafusion-comet,383c8fd0a39831eb7b2dc6a707af84a71edbd93f,1707522208,"Initial PR (#1)

* Initial PR

Co-authored-by: Liang-Chi Hsieh <liangchi@apple.com>
Co-authored-by: Kazuyuki Tanimura <ktanimura@apple.com>
Co-authored-by: Steve Vaughan Jr <s_vaughan@apple.com>
Co-authored-by: Huaxin Gao <huaxin_gao@apple.com>
Co-authored-by: Parth Chandra <parthc@apple.com>
Co-authored-by: Oleksandr Voievodin <ovoievodin@apple.com>

* Add license header to Makefile. Remove unncessary file core/.lldbinit.

* Update DEBUGGING.md

* add license and address comments

---------

Co-authored-by: Liang-Chi Hsieh <liangchi@apple.com>
Co-authored-by: Kazuyuki Tanimura <ktanimura@apple.com>
Co-authored-by: Steve Vaughan Jr <s_vaughan@apple.com>
Co-authored-by: Huaxin Gao <huaxin_gao@apple.com>
Co-authored-by: Parth Chandra <parthc@apple.com>
Co-authored-by: Oleksandr Voievodin <ovoievodin@apple.com>
Co-authored-by: Liang-Chi Hsieh <viirya@gmail.com>",20edb1700037472a952c7682493b8de339823947,232,0,0,0,232,"12,16,8,17,32,39,0,16,66,25,3,0",11,234,10.0,46,Rust,3.0,6.0,10.0,initial
112926,joomlatools_joomlatools-vagrant,85c8fab8dca46c17bf7113d13f9639125a3112a7,1374765223,"Remove old version
",a8501756106b8d861a7516a30103e016f1539957,0,313,0,0,313,"0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-13.0,32,PHP,5.0,9.0,14.0,node_modules
113022,gaotianliuyun_gao,fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,1661302519,"更新 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https://gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",1fe2b7b6242c95ef0f07f88ed2e32f552fd30448,0,0,2,0,2,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",17,24,15.0,58,JavaScript,5.0,9.0,17.0,node_modules
113023,gaotianliuyun_gao,d9cb84f70c851330cbb942111c2c2e4e966596bc,1661302879,"删除 '{""key"":""csp_XYQBiu_短视频"",""name"":""分享短视频(YXQ)"",""type"":3,""api"":""csp_XYQBiu"",""searchable"":1,""quickSearch"":1,""filterable"":0,""jar"":""https:/gitea.com/hongdeng98/TVBox/raw/branch/main/jar/XYQBiu.jar"",""ext"":""https:/gitea.com/hongdeng98/TVBox/raw/branch/main/XYQB/分享短视频.json""}0823.json'
",fcbdcfd1cb2fe73932cec1eb01f1e180c258bdf3,0,2,0,0,2,"14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,23,-15.0,58,JavaScript,5.0,9.0,17.0,node_modules
113080,kamu-data_kamu-cli,3404884f3e232f719e9c0da5e55f119bffdbcd5d,1598127568,"Remove scala project
",81ac05506b13458daa77b494641155be2164646b,0,92,0,0,92,"5,6,13,0,0,0,0,0,0,0",3,24,-7.0,32,Rust,3.0,6.0,10.0,node_modules
113091,xingyizhou_centernet,b576e6f2385c48a8aeb11e843c2a4da45a0b67a0,1555439954,Initial commit,,1,0,0,0,1,"1,0,0,0,0,0,0,0",1,1,-7.0,71,Python,4.0,7.0,11.739000000001397,node_modules
113092,xingyizhou_centernet,7f411457b43ca3dc0efcebdf880d28ece837bb73,1555626919,"Merge branch 'master' of github.com:xingyizhou/CenterNet
","61f7c5c884565c0ca16df71c7bc5b6c7da4388fc,7ac3e96a7956230e2a93adaf1c364a17464a1510",19,0,0,0,19,"6,46,13,35,39,10,8,8",8,165,7.0,71,Python,4.0,7.0,11.739000000001397,node_modules
113265,loft-sh_vcluster,83ba2675b38bff0bf0b785bbd70bb12e9f8b182a,1618587318,"Merge pull request #1 from loft-sh/master

initial commit","a6761bb046e9448fc38c4b5f9d201deced9c165e,73a8c2ba5e3726ebb715f09db88d0420653b5f45",4435,0,0,0,4435,"8,6,18,235,1091,1691,798,512,58,4,4,12,0,0",12,4437,11.0,14,Go,6.0,10.0,15.0,initial
113305,toxantron_scrumonline,1dbdf5683aa20bb1061e2dc12233cb1c2cfef7df,1446503301,"Doctrine added
",c65d84161a0f7a663b782b7d3abab51376aa96f7,1153,0,1,0,1154,"4,18,37,72,82,177,111,325,298,61,10,5,1,1",14,1202,9.0,2,PHP,5.0,9.0,14.0,node_modules
113311,toxantron_scrumonline,25d7c8052126b1b335f6441e5298623f65a0fb4e,1446648124,"Removed vendor dir
Build Codenvy docker file
Session tab working
",dc6e27141ce358ea1d6c18657e000518d2e8a20a,0,1152,0,0,1152,"5,18,33,1,1,0,0,0,0,0,0,0,0,0",5,58,-9.0,2,PHP,5.0,9.0,14.0,vendor
113390,mpplab_mnssp3,8e5aedcb00a803f216cfbe61c24a1d5a4373f7bb,1584803538,"modify
",dd58cb78c2f9b0696b3373c705033ff2a27a18e3,209,0,0,0,209,"1,2,5,3,15,50,15,86,0,33",10,210,9.0,47,Python,4.0,7.0,11.739000000001397,node_modules
113665,owncloud_core,be6848a549d9d5c5fdc224dfd1e22a416d8048a7,1339276736,"let´s put the files_odfviewer application into the stable4 branch for convinience. We release it as part of ownCloud 4.0.x anyways.
",689c8f5f0926a58b57146562c23b0a63de2d9747,578,0,0,0,578,"12,68,817,909,307,53,174,57,37,16,2,0,0,0,0,1",16,2453,9.0,32,PHP,5.0,9.0,14.0,node_modules
113680,owncloud_core,72e9a2ce57ee88503db83614cec5ccda71f0b58e,1345995007,"moved to apps repository
",32bad688bdb4fea55eba9d4255fc55f1c60a0aca,0,2348,0,0,2348,"13,74,1784,610,209,44,22,0,0,0,0,0,0,0,0,0",7,2756,-9.0,32,PHP,5.0,9.0,14.0,node_modules
113706,wix_detox,22f5ea407106f5e0bc2d7d6ab2b78d38f6ae4472,1466020168,"initial
",f3f3a559459fc86dad3f09e7682b0f00bd895a46,292,0,0,0,292,"5,7,20,36,180,26,2,12,1,4,0,0,0,0",10,293,9.0,11,JavaScript,5.0,9.0,17.0,initial
113747,winappcommunity_quarrel,682953c001d7eb04b0d4cba526e1f1649fae2c33,1648571872,"Restarting from scratch
",4d64469f07cf52e604c1bc207f4921bb696c98a0,7,5501,2,0,5510,"5,1,6,9,0,0,0,0,0,0,0,0,0,0",4,21,-10.0,45,C#,6.0,10.0,12.0,node_modules
113809,adap_flower,3afa82e53d1efe59df204fb15c277f7442fb77c5,1634231946,"Android strategy (#865)

",05f6a2c4539077491ff82a59b1e5b0cd2470b8a0,53,0,0,0,53,"9,32,129,40,114,99,3,3,8,3,0,0,0,14",14,454,8.0,4,Python,4.0,7.0,11.739000000001397,node_modules
113810,picovoice_porcupine,0507c5250b50d0a938b714ba604819d61fc9e602,1520998445,"initial release


Former-commit-id: 4e69910cff2e6e9bb08086657d0909c24a3b2464",f5acae919d6f88552bd4a864329b10bcb2177a1a,264,0,0,0,264,"3,6,119,32,8,5,9,65,0,15,3,0,0",11,265,10.0,35,Python,4.0,7.0,11.739000000001397,initial
113826,rhysnewell_lorikeet,defcd7674512afdc7102cc32829fe3a1d541aec2,1580713128,"updated documentation to hugo whisper theme
",a6569b29af3d0c20f4835934e684a4ad032439c6,27,1,2,0,30,"5,25,39,8,5,0,6,0,2",9,90,6.0,43,Rust,3.0,6.0,10.0,node_modules
113943,owncloud_core,a2cdf8b91e47e7888cbff5410f2b1b861cdb814f,1374484767,"Merge pull request #3925 from berendt/reworking_OC_Files_Storage_AmazonS3

reworking of \OC\Files\Storage\AmazonS3","da892d69ab724354e1b3ee251e540ba306fffe44,c772a6479d0c2ab9d84b7d6ca3232561fdbcbd2b",1260,0,0,0,1260,"21,78,1436,948,24,5,147,354,53,18,32,11,9,9,4,4",16,3153,9.0,32,PHP,5.0,9.0,14.0,node_modules
113978,amazon-archives_aws-lambda-container-image-converter,b577b4badfabf660f2e9aaf5fd87cd417ba33b4a,1547828429,"Set version number
",e801f47377b113707894f3842a5927354ec595b3,2,0,0,0,2,"16,3,1,34,915,3130,5556,1532,1893,27,161,58,54,8,0",14,13388,10.0,61,Go,6.0,10.0,15.0,node_modules
113997,amazon-archives_aws-lambda-container-image-converter,708a1014b860d8913a6f9a511570451e370f0ee2,1578343533,"Remove vendoring and go dep files
",5239ce28aae3cc7c783151a64acb3fa799df794a,0,13717,0,0,13717,"12,7,12,3,2,0,0,0,0,0,0,0,0,0,0",5,36,-10.0,61,Go,6.0,10.0,15.0,vendor
114141,khanhnguyen9872_0101011101010111001110010011000101100100010010000101011001101001010110100101011000111001010101110101,2aa1b5dfe5ecec1f6721b50b0cabfd8fe11ae044,1647231226,Add files via upload,335749a6cce20556fed75e49277f491e50a513e5,9,0,0,0,9,"10,1,0,1,0,0,0,0,0,0,5,2",12,19,11.0,31,Kotlin,9.0,11.0,13.921000000002095,node_modules
114157,kubernetes_node-problem-detector,32d7acc54fe1ec9a849e34dcaac6b72446ba52a0,1463617859,"Merge pull request #1 from Random-Liu/add-node-problem-detector

Add initial version of node problem detector","802acee7e3e1e284a0fb5fa07b9f0ce291583815,d96d67dae3bd1cd71e6e01c312cb084f2321fd79",867,0,0,0,867,"6,9,15,44,149,230,200,127,6,0,44,39",12,869,11.0,31,Go,6.0,10.0,15.0,initial
114168,novnc_websockify,2a6018df9f7d1c652ed9f722d0441736378e7262,1283975852,"web-socket-js: 9e7663771 build and remove source.

web-socket-js now has all the functionality and fixes needed for noVNC
so remove the include/as3crypto_patched directory and the
include/web-socket-js/flash-src directory (i.e. the sources for
web-socket-js). This cleans up almost 3K from the include/ directory.

Update to web-socket-js build based on upstream (gimite/web-socket-js)
9e766377188.
",b5087acc2405359654b82c5ecd976780f5557163,2,338,0,0,340,"5,43,5,0,0,0,0,0,0,0",3,53,-7.0,62,Python,4.0,7.0,11.739000000001397,node_modules
