repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,repo_id,bucket,max_file_depth_diff,95%
opennetworkinglab_onos,fae8e665fa47a1496fbeb97dba90da9c6ca2cf5d,1493233623,"Initial import of Microsemi Driver

Change-Id: I431d5f2c18e0b66a84c36273c3d9f0b84f223841

Added in BUCK files for building driver

Change-Id: I70681327f5b89f67e904c45d5974ab393652d51f

Corrected some syntax errors

Change-Id: I11150cc499c212005f80619e3900e747f1c23d96

Updated pom file to clean build

Change-Id: I6613ddc9e6802aa882e716cf04df210249870835

Added in utility functions for EA1000 Init

Change-Id: I51ffe0cf0daf9ffcea0e2479ee9982fcd1755440

Added YMS code to Microsemi Driver

Change-Id: I6f2a14e454c6909bf9e9f6025321c74c98c13c72

Updated driver to work with YMS and YCH

Change-Id: If7dbe3cd5bd1b6f902d09d6b2dc3895605d70f70

Implemented IetfSystemManager as a service and call on YMS as a service

Change-Id: If1c5e8482b1f53f578a3b0b770accd50024111cf

Moved YMS calls over in to Yang Service implementation

Change-Id: I044aad06f1ef7452bc48e88987787a683666cd72

improved unit test for IetfSystemManager

Change-Id: I48fbf831e7e5ca0e1ef3de8288e56da1b5ebb7a4

Major changes to IetfSystemManager to work in live system

Change-Id: I6e3aa118ba422151f314b9a666860d90905c9929

Added in retry mechanism for DeviceDescription to wait for YCH

Change-Id: If8e0f2c2f315ffd6db15627a11382a00217dd262

Added in implementation of MseaSaFiltering and unit tests

Change-Id: I34bf888e0e732bd4664d1fb8ef5abb679b1506fe

Updated driver with unit tests for MseaSaFiltering

Change-Id: I7ea2407a546622ff55d1ab21610c45697546d632

Modified removeFlowRules of Ea1000FlowRuleProgrammable

Change-Id: Ibb4a555f61887a8e6e42af588bb42f7b70f58efb

Added in manager for MseaUniEvc service with unit tests

Change-Id: Idc5853f46051548973f52a0659f7f88982ff960c

Implemented getFlowEntries() for EVCs from EA1000

Change-Id: Ie85dadfa7760f0b30a9bdf6ccd09cca9f097fff9

Added in translation of FlowRules in to EVC on EA1000

Change-Id: Icfb65171c3300c96b3ca4e18cbd327f0ed2190be

Added in handling of FlowRule deletion including complex ceVlanMaps

Change-Id: I7fd0bb0ef04d1b40e4b7d6a6db7f7ee662329780

Updated Service entries for new onos-yang-tools

Change-Id: I44e655202f3a45073e1e16f83737caed6e01afa8

Revert ""Updated Service entries for new onos-yang-tools""

This reverts commit 642b550ef1de12ed59bad2eaa3a2da414d2e5e59.

Improved timeout mechanism for YANG model loading

Change-Id: If744ecd206372e822edf2b736c83226321a12256

Minor edits of EVC creation

Change-Id: Ib0a4763deaf6dce37625ba77f5095b39cd98272d

Added in CustomEvc and supporting classes

Change-Id: Iad60eb1bcd48d2aec55b894b2d419b51852c3b2f

Created CeVlanUtils to resolve loading problem

Change-Id: I0d63931ad2c5ad2725861ebc7dccc4d5fe7b9298

Modified startup check

Change-Id: I6e6bcfa7e615044cb08fe7ee2f8a6c8b89aabb21

Modified handlin of flow rules

Change-Id: I965a79c23298866122aeb94c6d9d584aafee3bd5

Fixed problem with ceVlanMap

Change-Id: If1458c35d0b95b5b25b6636f098292f9e91c06c6

Minor Pom edits

Change-Id: I5cefb18674aa04b1f50bd7e2306260c1c3ad3814

Commented out extension references in YANG files to avoid onos-yang-tools problems

Change-Id: I32fdb34c4f476f495fe28e75d0f410aaf14e2ec1

Corrected error in removing 0 in CeVlanMapUtils

Change-Id: I8cd1fd02788b81c2613364d5639ef6e090057f80

Changes in YMS to accomodate EA1000 driver

Change-Id: I6ae2b9bd2be49eae8d4ad2f929dfe3214c514550
",6a4febe41602c9bca76ff612d8dc605244a16806,104,0,0,0,104,"12,60,333,623,80,74,230,604,1100,2093,1758,1422,488,52,13,16,0,0,0,0,0,0,0,0,0,0,2,2,3",29,8965,opennetworkinglab_onos,53,13.0,15.0
opennetworkinglab_onos,06613e9e35fa37b83c87ef7f03ca8923752b83dc,1500324031,"Updating Microsemi Driver to onos-yang-tools 2.x

Change-Id: I80e3348087518a8f9a742c813b6238371a3f8f97
",ce25649ff6cdbcb9dd14090764f13fa453ef93fd,10,18,78,0,106,"12,63,354,648,97,176,189,619,1176,2268,1914,1472,492,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0",15,9535,opennetworkinglab_onos,53,-14.0,15.0
ricefishtech_industry4.0-mes,97337f315ec927a59166016f64d938f12f3dd258,1523015212,"first version
",44daec49a5fa8507da3350f7c6380429a19b08fc,3270,0,0,0,3270,"6,9,110,0,2,125,17,868,194,262,1339,224,64,31,19,1,0",16,3271,ricefishtech_industry4.0-mes,57,15.0,15.0
ricefishtech_industry4.0-mes,1324eca50955b20548e06805151745bfdb2b7483,1632901482,"upload souce file
",de9f9a3895b47b515cdd6c7f3b8002e4d4d20b75,6317,0,0,0,6317,"3,17,274,133,33,56,199,145,925,558,1030,2258,588,292,35,19,1",17,6566,ricefishtech_industry4.0-mes,57,11.0,15.0
topcoder-platform_topcoder-uml-tool,8bcbc993ceabc28e5aa50776246a4f2a9572f549,1393280093,"latest
",8d23604bbab69cc41e80a5d2f0b22c87b7aeb157,19528,0,0,0,19528,"4,68,106,37,860,450,2192,1410,8909,411,133,120,475,1093,1884,1293,85,0,0",17,19530,topcoder-platform_topcoder-uml-tool,36,16.0,15.0
dromara_raincat,3374b2cbef4cf9d30181b85a7aec0f63fdf3c4ef,1504253185,"Initial commit
",,280,0,0,0,280,"3,7,2,10,3,1,20,3,3,63,89,36,0,8,22,10",16,280,dromara_raincat,45,16.0,15.0
intel_userspace-cni-network-plugin,9c2dc4306398aace5c0aa8037e332b24bd00df68,1505484806,"vhost-user-net-plugin inital commit
",,721,0,0,0,721,"6,6,0,0,63,225,41,39,57,223,56,0,5,0,0,0,0,0",13,721,intel_userspace-cni-network-plugin,11,13.0,12.0
koding_koding,196a6b443b5f579c517038c5506c4c6370897a07,1338592480,"first
",,6243,0,0,0,6243,"10,39,351,510,856,905,934,680,611,334,260,178,245,96,6,0,228,0,0,0",17,6243,koding_koding,61,17.0,12.0
opensearch-project_observability,7e6145f8ba92e755ef9599160cc32864ca9976c2,1634238438,"Merge feature/observability into main branch (#135)

","58237889693bc46abd0d19e27a13b363018d07f9,4ae70c45380b3442fb4811a64ec808ee440c367d",249,5,95,4,353,"19,17,43,35,94,102,58,25,9,1,0,0,0,0,0,0,0,1,0",18,404,opensearch-project_observability,72,11.0,13.0
opensourceways_sbom-tools,71397eaf59c2161e0901ff6cb77c5a243e2a082e,1659930571,"merge branch 'syft'
","d9c9b6224a152860ee1c9677f749ff22025bc514,9af409c940f5e43fd9be36f6bd0f8cfe9318be3a",998,0,0,0,998,"2,19,19,242,88,244,114,158,85,6,3,4,2,0,4,3,7,0",17,1000,opensourceways_sbom-tools,51,16.0,13.0
stichting-minix-research-foundation_minix,f4a2713ac843a11c696ec80c0a5e3e5d80b4d338,1406559957,"Importing netbsd clang -- pristine

Change-Id: Ia40e9ffdf29b5dab2f122f673ff6802a58bc690f
",83a31a3592d3fcc78c7b4897cd7e19565f3d2253,20793,0,0,0,20793,"6,359,3996,4841,2850,2572,2091,9967,10084,1298,477,165,50,28,43,16,14,23,19,6",20,38905,stichting-minix-research-foundation_minix,35,11.0,12.0
stmicroelectronics_stm32cubeh7,e261d820b398846a94f22f4aeb32d86c29546efb,1563809830,"Release v1.5.0
",9eb29c05fb0c21e4edf2dd272eb360d89a50b063,27365,0,0,0,27365,"6,10,30,481,642,5486,10248,6390,1675,2083,297,11,7,0,0,0",13,27366,stmicroelectronics_stm32cubeh7,67,12.0,12.0
touchlab_skie,8d68568b34e1df43a7db788b1e6fdb7f01c9b460,1665703312,"Merge branch 'swiftpack'
","3ea21f1ae13efd98839f3f47646d4aa4abdef24d,b5359903f3293254a26a64cb862879d275dd9124",97,1,0,0,98,"0,7,16,18,2,0,0,0,0,0,27,21,6,0,0,0,0",13,97,touchlab_skie,48,12.0,13.0
wanderxx_vue-fullcalendar,7b1fcf246975afc9c3962513ae3cf9f35dac9ff9,1467881184,"new fc
",,15604,0,0,0,15604,"6,26,6,558,0,4776,4962,3130,1679,342,24,46,2,26,5,13,3",17,15604,wanderxx_vue-fullcalendar,26,17.0,10.0
apache_servicecomb-samples,015e63035ac4f162b9c33a0d3cc4e59060a4a835,1552393590,"[SCB-1193]upgread spring boot versions and add easy to use dependency - samples
",f83c17336ce98f57d6ff952c10ff80ed9a74d8c4,18,0,0,0,18,"4,2,8,2,4,12,7,7,0,0,8,7,9,0,5",15,75,apache_servicecomb-samples,49,14.0,15.0
area9innovation_flow9,277e9ddbf7643675e51b3f6f16133edbc846584b,1546145470,"Initial commit to open source flow repository
",,6093,0,0,0,6093,"6,401,477,999,2284,662,94,351,259,442,61,53,2,2,0",14,6093,area9innovation_flow9,8,14.0,12.0
awslabs_aws-sdk-net-samples,d1da2c3def6dc6e5bf7cb655b999aa4558dc5581,1444112139,"Add content from AWS re:Invent talk on ASP.NET 5 development and hosting
",68cb6962c163a52bcb4740f96a868e763618323f,3128,0,0,0,3128,"3,1,31,107,85,102,52,64,100,331,292,559,216,649,78,380,69,184,50,24,3,1,0",22,3381,awslabs_aws-sdk-net-samples,0,15.0,10.0
baidu_starlight,3e94067caae686c218133b19830fae0b8ba27f65,1664807934,"initial commit
",6fb5c51b51c1bde2688e08f3daf4c83ff1af78d6,539,0,0,0,539,"3,5,16,16,2,1,31,8,3,0,24,229,144,43,15",15,540,baidu_starlight,44,14.0,15.0
bipokot_kabu,15642f5eb2ae878a79b209d6c214c69938fcd563,1687714702,"initial
",373e7d90bc292fd9976d9b465a7a29581d2510b5,377,0,0,0,377,"6,10,2,4,2,0,0,8,62,176,32,20,24,16,9,7",16,378,bipokot_kabu,18,15.0,13.0
bridata_dbus,b08b2646835c8908e8dbc596923df6cc03df71ca,1504862823,"first commit
",05c91d2826465f33a783f257bbc8ff75691ad09a,735,0,0,0,735,"4,69,45,46,33,84,54,3,76,126,108,55,37,32,27",15,799,bridata_dbus,18,12.0,15.0
daliansky_xiaoxinpro-13-hackintosh,3bc424f9d624a19afaea7a0d604280af9c9f11db,1573698590,"the first
",,452,0,0,0,452,"0,0,8,50,187,19,43,48,52,32,10,3,0,0,0",12,452,daliansky_xiaoxinpro-13-hackintosh,73,12.0,12.0
fonta1n3_fullynoded,a3e7f0ae1cf25e27283cd2cf16e2702eaa35104f,1540471982,"Initial Commit
",,986,0,0,0,986,"4,22,30,206,293,223,95,37,17,13,28,5,4,9,0,0,0,0,0,0",14,986,fonta1n3_fullynoded,63,14.0,9.0
k8snetworkplumbingwg_sriov-network-device-plugin,70678aa74dbd6e9f85fd69bd540f0c41fca3c60e,1527093511,"First release commit

Change-Id: Iec53e45916af6ad7e9af46c28efb9e39d56e6441
Co-authored-by: Louise Daly <louise.m.daly@intel.com>
",,16864,0,0,0,16864,"7,15,2,123,598,2778,4536,3067,1682,1226,1199,866,499,77,102,78,5,4",18,16864,k8snetworkplumbingwg_sriov-network-device-plugin,7,18.0,12.0
landscapeio_prospector,2d5eefc2d6e57e047eee1c3e865236662e2cc877,1638258383,"Merge branch 'master' into develop
","2c383c53272d2a57e12563416e454493c0b575b6,e880f9470c963c1eb0c05f7e7c4f2c19561d83fa",84,6,0,0,90,"16,31,39,53,15,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1",20,195,landscapeio_prospector,38,13.0,9.0
lllyasviel_controlnet-v1-1-nightly,1346d29e22356d804861f6ebc73d926879d5b63a,1678815951,"i
",24eb4125ae444944edb676e2eb50ca881bf2d689,143,0,0,0,143,"3,23,17,14,172,179,20,21,30,21,13,8,8,15,0,0,0,5,14",19,563,lllyasviel_controlnet-v1-1-nightly,23,12.0,9.0
molokymc_prideplus,11196b38c8ac92476703de7ead73f7a35afe29e6,1710211050,"Initial commit
",,728,0,0,0,728,"9,5,3,4,1,8,51,174,114,49,247,34,24,1,4",15,728,molokymc_prideplus,16,15.0,13.0
ovirt_ovirt-engine,f669bc8004f0cedfa651a0d52313b48af45552b7,1319744700,"Introducing oVirt Engine
",c5ea018abfe1911fbbddce9208eabb2e51cb07e4,5543,0,0,0,5543,"1,9,4,97,110,23,47,83,57,19,3,13,986,1629,970,346,81,868,195,2",20,5543,ovirt_ovirt-engine,40,20.0,15.0
runsidekick_sidekick,2be99d3c136949aa0ad8a2c2ad19727545d105c6,1661179858,"Add initial setup and modules (#1)

",97b283cb41fa0a3c8b74c4ef0877733745f9e8d6,282,0,0,0,282,"5,10,11,14,0,1,4,1,1,18,65,50,36,47,21",15,284,runsidekick_sidekick,46,14.0,15.0
surfstudio_surfandroidstandard,d83ae7bb7418351362a2908b084ffc4784deb7f2,1515501432,"базовый проект
",b4cfe66914f9e4fa7df57342f4f8ad887fe38c53,318,0,0,0,318,"7,6,5,2,12,34,0,22,22,26,44,47,67,24,0,0,0,0,0",14,318,surfstudio_surfandroidstandard,24,14.0,13.0
tencentfemas_femas,506161e93e3594bb229655f2e65363490d429968,1645601486,"femas sourcecode sync to polarismesh
",d2b441aee7d600ec1c54b3655433b2dde969d175,661,0,0,0,661,"14,20,27,16,1,22,27,22,0,18,185,117,68,70,22,31,2,0",17,662,tencentfemas_femas,44,16.0,15.0
univocity_univocity-trader,d1ce442d50028b64265d88c7f64d44e3df67ee06,1573810788,"initial commit
",ccc48b0adf1c5aff0c90d595758e61f0bf28b090,238,0,0,0,238,"4,3,0,0,1,0,1,5,127,9,11,7,18,48,5",15,239,univocity_univocity-trader,36,14.0,15.0
yrnkrn_zapcc,719e870e88ec9fe72bbebdda67319c6349559298,1528973081,"Open Source release of zapcc!
",,42421,0,0,0,42421,"15,167,3109,18416,13510,1722,3107,634,377,207,320,321,320,125,44,21,6",17,42421,yrnkrn_zapcc,32,17.0,12.0
apache_hawq,8b26974cd8d6e1d824f274eb4a68f950fd94156c,1442622781,"SGA import
",420619cac5a47b588a8161f885d0276a86580c35,6842,0,0,0,6842,"14,45,372,1687,2259,1127,201,63,721,68,175,91,20,0,0,0",13,6843,apache_hawq,22,12.0,12.0
geoserver_geoserver,44bacafcf1352bfe0b1836262df686fd58036585,1308416899,"[GEOS-4638] GeoServer WMS fails to re-encode 4bit paletted png images back in png

git-svn-id: https://svn.codehaus.org/geoserver/trunk@16051 ef1d6e69-97e5-0310-af46-8a06194da32a
",,6970,0,0,0,6970,"0,2,115,746,357,514,952,381,664,1173,1055,657,132,87,29,106,0,0,0,0,0",16,6970,geoserver_geoserver,67,16.0,15.0
kahowang_sensor-fusion-for-localization-and-mapping,85270ed3fd0fadc933a80b922ace3e238623b5ec,1629024192,"第一章 概述与环境搭建
",,7095,0,0,0,7095,"0,4,5,13,103,744,1804,1270,1473,916,433,197,116,2,15",15,7095,kahowang_sensor-fusion-for-localization-and-mapping,28,15.0,12.0
madebymany_sir-trevor-js,46968f57a5cb8fc743c3d747428281bec35b2b76,1344008001,"Initial commit
",,1221,0,0,0,1221,"6,3,12,5,18,47,229,132,213,240,163,71,34,32,5,11",16,1221,madebymany_sir-trevor-js,73,16.0,10.0
openmage_magento-mirror,d19f0e13d3d2fcbcc2d8fa6073568d5f95442470,1232232282,"Import Magento Release 1.1.1
",,14764,0,0,0,14764,"12,19,140,425,1126,940,1885,990,776,487,390,131,49,8,4,0,0,0",15,7382,openmage_magento-mirror,59,15.0,11.0
rancher_os,8c1cb32d3bd9463de85f7eda48f21d317f733074,1423457370,"Cleanup godeps
",df4a126175a00b50984be2a1959f9bf32e780cd5,181,4,0,0,185,"6,20,8,3,0,0,52,3,99,1,0,0,0,0,0,10,13",17,215,rancher_os,20,11.0,12.0
revolut-mobile_kompot,ec096790277880a65067f8f97dedc2457e9f078c,1657133181,"Move code from internal (1)
",,447,0,0,0,447,"8,11,30,42,8,16,0,90,12,35,19,23,37,49,22,29,16",17,447,revolut-mobile_kompot,6,17.0,13.0
tapdata_tapdata,cbae02ae32d771e6d62b06c3f04ba13df28fea6d,1656592783,"init: init project
",16e9b6b8eba37856f3ddcde53061ad129970698d,2562,2,0,0,2564,"4,27,70,116,0,39,68,17,468,375,1040,210,75,46,9,0,0",15,2564,tapdata_tapdata,56,13.0,15.0
alibaba_smartengine,602d8c4c4692e0b89e76215a712e950b0869c0bc,1579489566,"initial commit
",,514,0,0,0,514,"4,12,3,0,42,16,13,1,0,1,61,184,105,40,27,5",16,514,alibaba_smartengine,52,16.0,15.0
cloudwise-opensource_flyfish,047a465fad4b80fd9fa610e4fc0ce1607106c801,1633677975,"init project
",b8d8866e49e9249683f468a30b1fd27b5046d0a5,16039,0,0,0,16039,"22,37,43,107,1802,1013,3736,3552,2434,1482,983,480,180,155,14,0,1",17,16041,cloudwise-opensource_flyfish,38,16.0,10.0
datavane_tis,ec9b61b83525652a94b37b897d1d4ca9da96c2aa,1601088529,"upgrade to tis-solr2.0
",,2404,0,0,0,2404,"11,75,12,82,369,112,35,53,220,618,363,308,145,0,1,0",15,2404,datavane_tis,15,15.0,15.0
dragonwell-project_dragonwell17,3d9467a9486cab0f73713adb21b7feaade00997e,1196814525,"Added tag jdk7-b24 for changeset 06bc494ca11e
",77c86a964655e3586a404d3e0803bd8cd6dbbc01,9,0,0,0,9,"7,46,60,193,1085,4364,5574,6067,3122,1486,2209,2164,1292,357,39,0",15,28065,dragonwell-project_dragonwell17,35,12.0,15.0
ermadmi78_kobby,8036cdea109062435964766746d947dcfb676685,1626179181,"Infrastructure for tests
",d1dd6e705dd809aa862b243f33687aa5c7d58238,26,2,0,0,28,"8,10,3,0,0,0,0,0,4,13,10,0,0,0,0,0,0,0,0,2,8,14,0,0",22,72,ermadmi78_kobby,22,11.0,13.0
gatographql_gatographql,cf191840560e549d29ec9855e3315f218c0b36a8,1472311491,"Initial Commit of PoP

This is the initial commit, uploading 3.5 years of development of PoP.

The following themes have been included:
- agendaurbana: for activism, simple crowd-sourced platform,
https://agendaurbana.org
- mesym: environmental platform, it features ‘Projects’,
https://www.mesym.com
- tppdebate: to debate the TPP, it features ‘Vote, what is your
stance?’, https://my.tppdebate.org
- getpop: code for the https://getpop.org and https://demo.getpop.org
websites

Plug-ins included:
- all external needed plug-ins (eg: Events Manager)
- all needed PoP plug-ins (eg: pop-engine)
- integration with AWS (amazon-s3-and-cloudfront, amazon-web-services)
- PoP integration with AWS (pop-aws, pop-useravatar-aws)

Full list:
- amazon-s3-and-cloudfront
- amazon-web-services
- aryo-activity-log
- aryo-activity-log-pop
- aryo-activity-log-popprocessors
- co-authors-plus
- events-manager
- events-manager-pop
- events-manager-popprocessors
- events-manager-pro
- getpop-processors
- google-document-embedder
- google-sitemap-generator
- media-library-assistant-pop
- organik-fundraising-processors
- photoswipe-pop
- pop-aws
- pop-coreprocessors
- pop-engine
- pop-frontendengine
- pop-useravatar
- pop-useravatar-aws
- pop-wpapi
- poptheme-wassup
- poptheme-wassup-categoryprocessors
- poptheme-wassup-hosts
- poptheme-wassup-organikprocessors
- poptheme-wassup-sectionprocessors
- poptheme-wassup-votingprocessors
- public-post-preview
- qtranslate-x
- user-role-editor
- user-role-editor-popprocessors
- wordpress-social-login
- wordpress-social-login-pop
- wordpress-social-login-popprocessors

The following plug-ins are needed by PoP, but have been excluded since
they are commercial ones:
- advanced-custom-fields-pro
- gravityforms
",,8948,0,0,0,8948,"1,1,2,249,1346,1023,1728,1686,2560,278,67,7,0,0,0,0,0,0,0,0,0,0",12,8948,gatographql_gatographql,19,12.0,11.0
gatographql_gatographql,f805ccafd6240a3467582ff73286b02c0722c25b,1608632217,"Set-up monorepo with content from everywhere
",5311b23b6d57fc8116c5525b1fd96164f099df8d,18230,0,0,0,18230,"6,1,0,0,3240,714,1706,1592,1444,2123,2709,2359,1753,422,109,39,11,1,4,0,1,0",21,18234,gatographql_gatographql,19,19.0,11.0
gematik_e-rezept-app-android,fa81805e0a4357e5bae320c8a04bbd64a2ec880d,1663249448,"Codebase for SRC review
",ebea219e9d8fff137e83e043d1beeaf23607efe3,759,0,0,0,759,"10,15,6,29,17,194,2,1,3,14,106,227,83,53,0",14,760,gematik_e-rezept-app-android,51,13.0,13.0
in28minutes_full-stack-with-react-and-spring-boot,84b676e0e3e8fb67548448d5776d80ec23bc529a,1551975653,"Thank You for Choosing to Learn from in28Minutes
",f7281373b627fd8f35c6902d571f5ab41d0c9421,31315,1,0,0,31316,"16,0,3,10,6091,5906,9041,6762,2584,704,181,29,3,0,0,1",16,31331,in28minutes_full-stack-with-react-and-spring-boot,38,14.0,15.0
openshift_hive,93ac39c9c1815fa71750775d3fed4cdea3ecd3dd,1536871612,"Initial repository generation with Kubebuilder
",9c56c62c6d0180c27e1cc9cf195f4bbfd7a617dd,6623,0,0,0,6623,"8,1,12,209,799,2162,1704,911,519,176,87,31,4,3,0,0,0,0,0,0,0,0,0",14,6626,openshift_hive,75,13.0,12.0
openshift_hive,c2d531b75f71d28730a1bf8a751998e94f2c5434,1676687237,"Merge pull request #1962 from 2uasimojo/HIVE-2136/installer-revendor-202302

Revendor installer 2023-02","e2fccdf365fec2b225fed24cee1060b4950b727d,a9aaf72f8d1849aa5b5f2e3d6e137e93d9fbbdb5",16523,75,56,10,16664,"12,65,174,623,2494,7897,6906,2827,2655,2028,1560,1295,1095,651,390,194,170,86,79,54,30,16,6",23,31307,openshift_hive,75,11.0,12.0
p7zip-project_p7zip,96c6249168b6125b523cad2dd3b01de24f527e9f,1587196891,"add init prj
",,1356,0,0,0,1356,"79,114,327,278,478,74,0,0,0,0,0,0,0,0,0,6",16,1356,p7zip-project_p7zip,66,16.0,12.0
quickbirdeng_xcoordinator,83a4f63dc20e9277253be284d438b5cce1ba31c7,1549296841,"Merge pull request #43 from quickbirdstudios/feat/documentation

Add full code documentation","d295b4c21492cd56d7dcb5e2f43ef2c25fca6461,1f3b7acc0cb10db12fa2b3ab8f8aed6ee0673434",476,0,3,0,479,"7,15,105,39,112,222,74,92,4,2,5,47,88,4,1,7,64,43,2,0,3,27,1",23,964,quickbirdeng_xcoordinator,57,16.0,9.0
quickbirdeng_xcoordinator,efb049154b0e4ef2e2a584f989ecf991dc11f2d2,1568719515,"Merge pull request #122 from quickbirdstudios/v2.0.0

XCoordinator 2.0.0","427643eee6e80d4e5a82d03febfaef42ae9e2934,8f146a0bfce8a43c88c7b87a3a2a5ebf260a5999",18,805,58,3,884,"8,22,98,7,1,1,7,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",9,189,quickbirdeng_xcoordinator,57,-14.0,9.0
stateis0_exp,fd969e0c9f9bad172085046c11df01637fcff923,1691577829,"init
",,91,0,0,0,91,"3,11,16,0,0,5,1,1,0,0,0,0,15,34,3,2",16,91,stateis0_exp,30,16.0,15.0
tbrek_bashbar,f23f14c68e99c1b1cbe856d0141c0d00429aa93b,1528285658,"Merge pull request #13 from tbrek/updater

Updater","441972572905bc3c3399a5c57edcbf2243b6e553,2779930485578719ffefae1afd18377282b4817c",571,5,2,0,578,"7,16,9,22,62,118,5,24,40,116,3,10,146,2,4,31",16,615,tbrek_bashbar,49,11.0,9.0
virjarratel_ratel-core,82a49bbc7168b611021240c996b5db9f4a684dd3,1629969907,"init
",,4658,0,0,0,4658,"8,82,14,17,22,362,236,292,590,1664,859,328,56,30,51,30,17",17,4658,virjarratel_ratel-core,72,17.0,15.0
yuuki_droot,44f159db933fe331bd038553a49cc6b2d78d01c3,1486659330,"Use dep
",ae53e32a27b4e36b86aff4eba7b6ae2c90e91e4e,4025,0,0,0,4025,"9,27,2,0,330,1702,889,727,79,88,100,46,54,8,0,0",14,4061,yuuki_droot,68,11.0,12.0
capacitor-community_sqlite,41badff38122f9a58173f4a66726c9ca3a3a6909,1571503773,"initial commit
",,809,0,0,0,809,"7,16,45,160,72,49,123,32,51,42,33,18,75,67,19",15,809,capacitor-community_sqlite,25,15.0,9.0
gisto_gisto,c633fa3e355f1c1577cd1a897fe544bb15716de4,1364177029,"Added basic API
",2a909c26a16505b768c545b78cfd45505da2d8ba,889,0,0,0,889,"1,14,17,30,4,90,61,94,186,200,136,14,17,47,5,0,1,0",17,917,gisto_gisto,55,14.0,10.0
kevin-hf_education,ff7b7e042fa8a4b00a3e8364c146a39753eaecd9,1540431348,"test
",,4892,0,0,0,4892,"6,10,16,95,455,1610,1243,807,245,152,126,14,18,13,30,52",16,4892,kevin-hf_education,18,16.0,12.0
mikehuang99_wangxin-study,db82a8e7faaac5075ff6a6be480e2b7f0447f04c,1623411833,"f

f
",418929566604c05bc022b68b5276efea6acd9406,1658,0,0,0,1658,"5,1,0,3,3,43,145,142,9,114,115,469,226,61,243,80",16,1659,mikehuang99_wangxin-study,60,15.0,15.0
roncoo_roncoo-education,25c2b93e699a708e7e9e3494c8d7042babbfd6bb,1545117316,初始化提交,,2325,0,0,0,2325,"4,10,9,0,26,63,47,186,104,169,176,629,485,337,80",15,2325,roncoo_roncoo-education,32,15.0,15.0
semantic-org_semantic-ui,58d39d258a2b31c9accc604afbc8a61794c5b12e,1367442340,"Fixes issue with accidental submodule


Former-commit-id: f2f2fbf22402b7bf2a808dbad20619cb212ee9ef
Former-commit-id: 1e28dcc450e2333906f61d603c1d5b1339a419e0",c42dd056e648fbf81e01d3a95b8c32f9eaf25ac2,10446,4,0,0,10450,"2,23,29,253,385,435,616,733,625,736,449,468,270,288,181,115,34,2,0,80",20,5724,semantic-org_semantic-ui,28,15.0,10.0
vertaai_modeldb,48188825fa78cf6182c1020721f33b2bbeeb15a6,1476839543,"initial commit
",,115,0,0,0,115,"2,8,4,2,9,25,0,0,0,0,5,21,2,6,20,11",16,115,vertaai_modeldb,75,16.0,15.0
bfengj_ctf,69d71cc87e22ccc12d53794ea4c6cb062076046b,1636901405,"many things
",0ecb32ba098982e764ccc25d4805542b859a36d0,16535,1,6,0,16542,"1,3,111,188,281,411,6661,2856,2732,1355,1301,475,93,118,0,0,0",14,16586,bfengj_ctf,75,11.0,11.0
exercism_javascript,593004e3394b7eb65f143fa7fafc51021d985553,1401311017,"Merge pull request #2 from wilmoore/palindrome-products

First Stable Revision.
","95af1469d8fa2d6b266ec3c46e30d59ce3c0fbe5,430422c3356dfbf15684bd94bb40aaf50b0d2b5d",689,0,0,0,689,"7,2,19,64,167,124,127,54,50,42,16,5,10,5,0,0,0",14,692,exercism_javascript,31,13.0,10.0
graphwalker_graphwalker-project,c167d8e784701cac435ca4e0748b489c2aa115db,1443449263,"WIP for the web editor
",8e1a3b64cb77b36f83e33f008c0547fd72f0186f,913,0,0,0,913,"6,22,0,0,17,40,240,348,534,536,56,107,131,80,51,54,80,69,63,55,9,9,12,12",24,2531,graphwalker_graphwalker-project,51,13.0,15.0
modelioopensource_modelio,aa4e9ef5f4c67e11348324145cb025467cffb5a6,1599212892,"Modelio 3.8.1
",72c280bcb3634b91e9978a21e37a111b673149bc,12371,0,0,0,12371,"3,14,14,626,1971,1039,506,696,758,1801,2229,2042,356,99,232,0",15,12386,modelioopensource_modelio,41,13.0,15.0
spring-projects-experimental_spring-boot-migrator,d25964ce6db9b5e2fd8a6e1e5a7a7f301bb440ff,1646001164,"initial sbm commit

Thank you for contributing:

- Alex Boyko
- Andrei Shakirin
- Dmitry Belyaev
- Kris De Volder
- Marc Zottner
. Othman Alkhamra
- Sandeep Nagaraj
",42c448e6f7e59166a191596228028858948fe459,1973,0,0,1,1974,"11,3,29,6,18,20,71,42,48,141,713,346,315,43,81,73,11,3",18,1974,spring-projects-experimental_spring-boot-migrator,56,17.0,15.0
tencentblueking_bk-repo,84a6ea4b035ba151ee46eb73af96b9f7ab155f6f,1566552696,"init
",,72,0,0,0,72,"2,1,19,4,14,0,1,6,3,1,0,3,8,10,0,0,0,0",14,72,tencentblueking_bk-repo,55,14.0,13.0
