,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,proj_max_file_depth,lang
48340,forem_dev-ios,d1de528ef1211bb76a87b27a9bb7bf727a6fd6f5,1533406056,"Create basic app
",d68ff9e0eea6733f7568e87dfe40bce841b5bc93,334,0,0,0,334,"4,18,5,59,75,70,40,48,3,12,47,14,1",13,396,8.0,0,12,Swift
48522,dotnetcore_agileconfig,f0a1963e97cfdec8bf939fe8975c484ce8136f4f,1693076641,"调整项目目录结构
",6c607f95b6d2f9dadc3f16a5ebc8d6f4b8a6813c,202,1,460,0,663,"13,1,102,142,70,70,86,37,76,85,0,0,1",13,683,1.0,0,12,C#
49218,getkirby_getkirby.com,280d530d89d3d5ac1599225651a21799510ffffd,1647330273,"Updates for new company
",92cf8caede2a97d3bee73d67b33608886fdaf509,282,0,1,0,283,"12,13,313,1289,722,437,713,336,167,169,68,3",12,4242,1.0,0,11,PHP
49751,bytecodealliance_javy,b2acc880ef420feed5597a9bb369f7c008a0286f,1628703519,"Merge pull request #7 from Shopify/shopify-build-add-javy

Enabling Shopify Build Pipeline: javy","177e6e6ada92fd2946bc6f63e2b3307b4933c393,024e6e9236dd1a4154d086f63821bb963ad0c339",598,19,556,0,1173,"6,3,6,63,34,0,66,20,252,420,310,50,32",13,1262,2.0,0,12,Rust
49925,confluentinc_cp-docker-images,bd49edc3cc4f8c2af363a319857b60a6e481513b,1473177117,"Update docker-utils based on review comments (#126)

* Docs for Kafka cluster with SSL.

* Tutorial for Connect with Avro and JDBC.

* Make changes as per comments from @hachikuji and @ijuma

Major changes (Double committing from docker-utils):

1. Break apart Main into 2 commands: ZookeeperReadyCommand and
KafkaReadyCommand. Rename bootstrap-broker-list to bootstrap-brokers

2. Renamed KafkaMetadataClient to KafkaAdminClient and added
integration tests for KafkaAdminClient

3.Removed connectivity checks.  @gwenshap pointed out that the ZKClient
code retries if can't connect and isKafkaReady retries multiple times
if the KafkaAdminClient returns an IOException or no brokers.

3. Refactored getMetaDataFromZk into smaller methods.

4. Fixed logging messages.

* Update cub with changes in the dokcer-utils CLI.

* Fix cub script.

* Changes as per @hachikuji comments.

* Fix CLI.
",8960ad6c0605b5d0c0d1b14d48231c7651689afe,3,0,1,1,5,"4,26,26,37,27,74,42,0,9,2",10,247,1.0,0,9,Python
49974,confluentinc_cp-docker-images,f0d61d3d5c23a4efaf03fa001af30b5be8dff3e2,1549919412,"Resolve merge conflicts
","8cd89a8e29d1014f7b84337c4fe887790e4d6bda,8ed73dc1c7e77443892c0c7fbbb2ba715e832b1d",14,0,0,0,14,"7,26,73,34,27,75,60,0,0,1",10,303,3.0,0,9,Python
50264,joinpursuit_pursuit-core-ios,9dec1b0e876d8f7b6224ca7036884e79507f76d9,1532982795,"unit 3 structure udpate
",6ce243eb937f518870ea3c4f4edecf371488e4a2,6,0,28,0,34,"2,13,43,147,238,51,48,18,4,1",10,565,1.0,0,9,Swift
50453,cobalt-org_cobalt.rs,f7c73a9a720d4404acbd0dcb89580ef05959c010,1463852095,"Implement custom document paths (permalinks) (#107)

* Move parse_document code into Document

* Prevent race condition on deep post paths

fs::create_dir_all is racy and will not do well when run in parallel for
a number of sufficiently deep directories with same parents.

I fixed it by writing my own version that is thread-safe.

I also reorganized some of the document code, it seems more clean to me
now at least.

* Implement custom document paths

Some things still need to be finished, like proper slugification. But
that should be for follow up bugs.

Note that this also removes the automatically injected variable `name`
which used to be the file name without the extension. I think it never
really made sense to have it.
",7425a8468eede6030539269b062ccccbb1092629,21,0,0,0,21,"7,8,0,38,75,2,4,0,0,0,0,0,1",13,135,8.0,0,12,Rust
50535,cobalt-org_cobalt.rs,d877aabbed405d8cb766c396083b51ed1f16292a,1642453424,"Merge pull request #974 from epage/trycmd2

test: Port all other tests to trycmd","a6c538ce3dcaf863c81377a2a73b97e926ad760d,d64cda4e17a127abd9aec1d187c1cafdc220f7fc",158,1,496,0,655,"15,9,179,146,310,130,17,10,7,0,0,0,1",13,824,1.0,0,12,Rust
50563,meliorence_react-native-snap-carousel,fa137e2a546568ceb059c30fbab5a8e865557e38,1514892104,"Merge pull request #239 from archriss/example

Example","3c2b59060a0ccc99815cb7ac3092b1ba20c0c21a,b61f3b3f8a50671fd368c3181e867c7270faaffb",0,0,2,0,2,"11,13,15,18,3,4,0,6,0,0,2",11,72,2.0,0,10,JavaScript
50667,jelix_jelix,778dae37c1e020a57d39bf6a9a2726a5fbc6f792,1155218218,"nouveaux templates pour les docs de ref pour phpdoc

--HG--
extra : convert_revision : svn%3Ab2e90908-df08-0410-9efa-d317cf624d33/trunk%40236
",1f6609f711f19fc94f82b14144016c679540e331,73,0,0,0,73,"2,16,79,189,136,104,10,1,19,72,32,10",12,670,2.0,0,11,PHP
51375,infinum_japx,b081cba2761a18cb9b15f3da0616d760d6236c19,1582900996,"Merge pull request #36 from infinum/feature/alamofire5

Feature/alamofire5","36650d7356a627be3851cb66c3b366f357bb0c14,4555d904d8f1a60fb0b1b277da45cbcddc771e67",54,5,5,0,64,"8,2,13,33,121,197,75,0,6,2,2,1",12,460,2.0,0,11,Swift
83,postgresml_postgresml,2c16cf2653c1c1156df485e98198dafe9cc78a43,1661909588,"Rust extension -  XGBoost (#286)

* Rust XGBoost POC

* README

* vendor

* cleanup

* remove submodule

* readme

* Vendor

* readme

* Cleaner

* version

* move files",68859f38011c23038d512c841ce8b83badb63e4b,1448,0,0,0,1448,"7,24,54,52,81,28,103,727,391,45,8,0,1,2,37,53,32",17,1645,11.0,1,16,Rust
412,gcharita_xmlmapper,4836b06d036c60381323f4b3c1f3bc0f9485fb98,1577194116,"Merge pull request #27 from gcharita/convert/swift-5

Swift 5 and SPM improvements","3bc2d6550494c5909895c91943d41f92382b7db2,d68bc571919afec658da04ca65ebefe467034410",3,4,4,0,11,"11,11,57,25,66,33,58,0,6,2,2,1",12,272,2.0,1,11,Swift
509,springwolf_springwolf-core,96906bb41509b0b8695963e8365cc8fc4244b32c,1665772219,"Add possibility to manually document Kafka header for consumers and producers (#99)

",f7bd8707c962c6cd8470ecd72f1e57cf3cbdf4d7,5,0,0,0,5,"7,1,19,0,0,9,2,0,0,16,20,45,8,2,4,1",16,134,2.0,1,15,Java
1032,sonata-project_sonataadminbundle,54f5e295dd4aafe359287fa4dd542e4411481481,1510838323,"Prepare for merge
",922b05551ee782c0474f31e6054a682457e3f4a4,0,1,1037,0,1038,"21,17,241,147,140,93,49,143,176,24,2,16",12,1069,1.0,1,11,PHP
1275,andygrove_how-query-engines-work,0618860bff432e27f8404e8f625752aea11e5c5a,1581397973,"Prepare for PoC #2 (#75)

",0ed31a28c1d59158da87e19f53c23e09f7f66689,2,2,66,0,70,"5,0,6,11,13,3,0,0,0,0,0,0,0,1",14,39,2.0,1,13,Kotlin
1468,fabsig_gpboost,0de77ea8a8a33d693e3a5752e39156a9fc6b9ef7,1612788288,"update LightGBM part to version 3.1.1.99 (git commit 42d1633aebe124821cff42c728a42551db715168)
",fc5716b1fe2d1c14109e7b3b3824018e0efc5f2b,3208,213,675,6,4102,"10,36,204,974,766,312,407,481,286,21,23,52,522,26",14,4120,7.0,1,13,C_C++
6420,matsim-org_matsim-libs,8370c675d73c4e3fdfa419176e8da266c7e25b0c,1311682802,"test case for openfoam exporter

git-svn-id: file:///srv/local/data/cleanRepo/trunk@16233 a0517364-e873-4167-b1c8-416daa5a6b91
",7671e3ea9f8c4e94ff1023ae01348bb1c5a44178,10,0,0,0,10,"0,9,119,77,53,40,186,692,2570,2295,1211,467,101,66,33,5,6",17,7930,1.0,1,16,Java
16966,metasfresh_metasfresh,edff6245adc4addc93d1ddf28880b0dbb6a2b15d,1586204085,"gh6205-app - move files to new backend folder

metasfresh/metasfresh#6205
",32a7c77e0a6920a8b8874da7583ecc7a12eb4fb6,21274,21274,1266,0,43814,"1,15,206,116,9,70,88,653,2436,10221,4355,2749,953,478,126,13,10,42",18,22541,1.0,1,17,Java
18099,oxen-ai_oxen-release,7ee72764125644e41ae6c28eff904ded57144053,1684426349,"try static html cp
",5acf13da69ce31a69fee1daf1fd2ff801f8fe4fc,151,0,0,0,151,"16,18,35,21,30,55,39,6,46,9",10,275,4.0,1,9,Python
18125,roznoshchik_lurnby,7b451616103d93bb743d94304ea79845b9cd863c,1588505581,"Current working version of the prototype.
Can pull in text from a url
Can pass that text to the function that cleans it and returns it without distractions.
Can then republish that text to the browser with additional code and controls.
At the moment:
Can change the background - Dark, Light, Sepia
Can manipulate the text size, line height, font family
Can adjust margins.
Can hide the settings sidebar.
",bafc51ecb35e7baf15d2f3b22b602e77b3fdd35d,4115,0,0,0,4115,"1,4,10,51,23,75,987,1040,1316,506,96,7",12,4116,11.0,1,11,Python
18287,microsoft_infersharp,b639e8e86e7a7df0a4f6d8d95bde06a36293fc34,1600124343,"Initial commit (#1)

",528ba9353ec6c007b344a4f21d73b78f14bc0449,2944,0,0,0,2944,"14,39,72,132,806,303,701,760,63,22,33,0,3,0,1",15,2949,14.0,1,14,C#
19214,openvanilla_openvanilla,1b02434e2dd5c64cb11d3f7627c2e622305bcb30,1252360652," r6955@zonble:  zonble | 2009-09-08 05:52:35 +0800
 Uses package maker 2.0 :/

",be65a5f8b49ec3f3458b6f6be55bd5dcc44e02d3,210,5,0,0,215,"8,23,464,636,280,587,100,46,58,34,15,13,7,9,1",15,2281,7.0,1,14,C_C++
23519,qooxdoo_qooxdoo,0e800f18e7ddd320898bdb7e335abb0c7d00131a,1613060497,"Merge compiler (#10123)

* merge compiler code into framework

* docs

* fix es-stupid-waste-of-time-and-energy-lint

* tests

* restore framework dependency (temporarily)

* docs

* reverse 7e0596890829f7a1b421307ad42d4df3e0166240, which was nothing but lint changes.  These changes have made it very labour intensive to merge trees back again, causing lots of false positives.  It appears to be particularly difficult due to the renaming of files, ie it has made it harder for git merge/file comparison to merge automatically.",3c2b162108ed77b673eed85f074ffd0baaaec751,420,0,0,0,420,"15,23,128,240,444,935,1284,2890,47,0,8,17,20,1",14,6052,5.0,1,13,JavaScript
25778,linuxcnc_linuxcnc,a48c54a9c60911ad98615dd4de5b3228e6c015e2,1670547525,"Merge remote-tracking branch 'origin/2.9'

* origin/2.9:
  fix zombie detection problem with procps 4.0 (sid)
  Update language code for docs icon
  Revert ""tiny adjustments""
  tiny adjustments
  adding new Icons for manual and Linuxcnc
  docs: marking pins in monospaced font
  docs: fix + semantic line breaks while translating
","131761f462ff0194a5403500f03f1f47c5899896,ae4a24b074632855939ebe3a047a46dace42d9b9",21,0,0,0,21,"14,200,629,2388,2924,934,1286,78,24,7",10,8484,1.0,1,9,Python
26240,xpressengine_xpressengine,38345c0be837394ccc8b2fc76d431161d7dd1ca1,1650077376,"Merge branch 'release/3.0.15'
","64909a85b611cda5c139c856157ed36791129bf2,dfd7cf0c8a0305df7acd811990e6e7f6e55d14ff",1111,0,0,0,1111,"24,59,129,486,520,553,167,470,383,172,87,4",12,3054,3.0,1,11,PHP
26253,cesium-ml_cesium,ba66df0b719cefa5c6856f3e88b4ce0d9e144abc,1423517384,"Merge refactoring_and_unit_tests
","ce49f31d75a5c3c89a38f98a9d34612641aa8ddc,74310f451bd204e682b27c9b296d71a22c941cd3",1131,1870,825,0,3826,"8,18,46,61,358,206,572,639,66,1",10,1975,1.0,1,9,Python
26946,pola-rs_polars,4bd94b1d2acd53c30a1ab9d309d73d9b055420ff,1665498395,"feat(rust, python): hybrid streaming query engine (#5139)

",4e79ae80f9a2f52476576734be099edc90cc4213,26,0,0,0,26,"13,24,86,160,232,250,92,11,8",9,876,1.0,1,8,Rust
27331,pola-rs_polars,d8d005d63ab754b81a4f96e263a0d2b6412111f0,1695110860,"feat(python): Add support for Iceberg (#10375)

Co-authored-by: Stijn de Gooijer <stijn@degooijer.io>
Co-authored-by: alexander-beedie <alexander.m.beedie@icloud.com>",bb7776fb1b99429b95faa891ad4d64ef08b51826,9,0,0,0,9,"12,23,142,349,415,524,126,33,4",9,1628,1.0,1,8,Rust
27565,apache_mesos,fec06d980120ce546a60a1be4aa314eac9b4ea83,1307243640,"Zookeeper added to third party. configure.ac and configure will run the zookeeper configure. Added code for leader election in C++. Makefile.in updated to compile with the Zookeeper libraries.

git-svn-id: https://svn.apache.org/repos/asf/incubator/mesos/trunk@1131517 13f79535-47bb-0310-9956-ffa450edef68
",9bc36de05a9542a319d348505a1838f9190a6c21,1023,0,0,0,1023,"15,70,36,143,415,1043,983,771,1705,680,953,323,95,72,10",15,7314,1.0,1,14,C_C++
30567,woocommerce_woocommerce-android,ae8a11711906bb827fab4c53096d115285d975b4,1695671283,"Merge pull request #9791 from woocommerce/auto-rate-setting-bottom-sheet

[Manual Taxes M3] Integrating endpoint and handling auto tax rate setting","07400a22e7eda35a1c5df167b989598acc707a37,322d49674102f5a50e9ca6ec2e9b295ebb02fb3a",7,0,0,0,7,"24,43,51,14,57,1087,3,59,312,475,537,436,74,3",14,3175,1.0,1,13,Kotlin
30802,brooks-builds_full-stack-todo-rust-course,bd05d5557dbfaa30eefd4b339f28fdc9ca986815,1649077581,"Moving lessons into Yew folder
",67d5c446fe446bed882d4f65373e557255c90e6e,0,0,363,0,363,"5,1,9,15,16,117,118,18,126",9,425,3.0,1,8,Rust
30882,xiongjojo_ofo,42ba02616590dd7788f1c0898cea8ca9ebb9d6ba,1498533633,"push ofo app
",2d8869cf7ea9f1ae208a65d96642979e208b0880,2249,0,0,0,2249,"3,3,29,239,152,149,712,895,31,38",10,2251,9.0,1,9,Swift
30928,mukurtucms_mukurtucms,af73b68faf638c7d2bff63657ee0a4dce69813b6,1550084260,"Merge 2.1 prerelease into master
","f4071c753334f5d9dbb2654f025a57f870d1dc54,4f180733f324a7b255d68621f63d377a12d2d30c",1839,386,72,5,2302,"25,134,557,374,254,1682,3288,1839,1639,599,142,90,17",13,10640,1.0,1,12,PHP
30948,andygeers_dualmarchingcuboids,a231b6297fa81d558a667bd8d299867daa1d48a5,1594213075,"Create basic Pod skeleton
",a4cdbc5327b1adeee4e9a8cf52d2bf67e9195fb1,169,0,0,0,169,"7,2,11,10,41,33,57,0,8,3",10,172,9.0,1,9,Swift
30989,ulearnpro_ulearn,9427d4a45e9eb981ac7ffde0016d631fca8c08c2,1565786978,"Initial commit
",da50aef2cfc8d267817f4849652fa5f6810ae6be,1802,0,0,0,1802,"10,30,72,180,537,61,593,16,6,5,123,100,17,44,9",15,1803,14.0,1,14,PHP
32224,thunderbird_thunderbird-android,a789e3a6537916e03c65df8d065851c7b2d1ff15,1694016747,"Merge pull request #7157 from thundernest/add_account_server_config_module

Add account server config module","0b88b6b0efa593e0d259d8472e1f2ecf9f0a1688,826588e0c23a6ed6967a6416af426a92d5b7a7c8",7,0,55,7,69,"14,39,95,57,54,81,76,470,54,426,524,236,206,110,56,80,7",17,2585,1.0,1,16,Kotlin
32427,admob-plus_admob-plus,599fcc3d7b5d2d0d7e616b9cb7577e7c39453a18,1555682303,"feat(capacitor): generate plugin
",6de20db0064b7823a82b9fa81d0f377d52850b4b,174,0,0,0,174,"12,16,56,37,30,103,9,38,35,28,23,14",12,401,6.0,1,11,Swift
32653,admob-plus_admob-plus,a09440074c50aca418f4cec18bb199310cffbade,1651125128,"feat(example/react-native): upgrade react-native to v0.68.2
",28f6e1af6ed76e34366fe3b61bbc6374433d4564,14,2,0,0,16,"17,13,131,142,186,313,92,65,86,19,16,2",12,1082,1.0,1,11,Swift
32782,llvm-swift_llvmswift,78d734e576770e573441de6219550263fc4f703b,1553271347,"Merge pull request #183 from CodaFi/update-docs

Update docs","468b764cd4ced828310cbd54f756c6edc82ab2d4,761ab3a2e9b53deb2c3f96dfe92bca39d8712f8c",22,0,2,2,26,"5,12,199,12,3,1,8,129,10,2",10,381,1.0,1,9,Swift
32832,zhaoolee_starsandclown,9a873d5d883dc97c29e7f05f91d50e412f015d7e,1566730176,"ok
",23e7ee3b3c12aa263e6646184c45bfd2ef0b7865,8512,0,29,0,8541,"10,39,857,759,1270,988,1461,633,775,296,612,153,418,97,86,62,21,12",18,8549,15.0,1,17,Python
33146,coreos_coreos-assembler,ca7bce8a1c3de0e39cc93eadb3eb8367e2e95559,1625582078,"Tools: add noop import.go file for making management easier
",1987990711dddb922ff41bb430c34ff121d6fc27,1,0,0,0,1,"17,143,110,197,739,5283,6677,5057,2103,535,31,13,12",13,20917,1.0,1,12,Go
33416,ijemin_unity-programming-essence,9a3f1c826c289bd188b58eeee70bdd8887fc9ef3,1540049434,"Done 18 with Photon
",2a275358d99a4386de01547cfa541b369f89f543,899,3,11,0,913,"2,0,0,283,1409,1518,496,199,238,355,207,84,20",13,4811,2.0,1,12,C#
33500,dotnetcore_freesql,9222de0668c03c7087a0c6c5edbe9749f45d2514,1550541363,"combine website examples.
","fb2fee33a363056d52e976b68ff31ba4ab8bb24e,0d427e0b8aac39025db7085c021b0b2909ea3acf",634,0,0,0,634,"5,28,75,147,55,36,29,151,63,44,272,1",12,906,7.0,1,11,C#
33898,opendronemap_webodm,6b4cefec95d40c91c64c38f04bdf01662d7e5dcd,1590150107,"Merge pull request #867 from pierotofy/camerajson

Added potree","32cce974ea10b6205f90883f388e1c8ec85864d4,bcea413f0e793e7b0736316b2fc996e380598114",198,0,0,0,198,"31,57,205,102,152,108,106,8,67,22,105,89",12,1052,1.0,1,11,JavaScript
34079,cloudexplorer-dev_cloudexplorer-lite,4aad9721c9de55287edbb3232eb2396df0a2046f,1669879257,"Merge branch 'main' of github.com:CloudExplorer4/CloudExplorer
","5dacd1c945069a78fece1ff017b2b80cd2b89da7,f8bfa6b603f97d881d744fe8d6f8b3e9de2e5583",1611,0,1,0,1612,"12,8,19,49,38,50,184,80,35,127,248,135,590,830,370,8",16,2783,1.0,1,15,Java
34239,leon-thomm_ryven,1536a3b4d60113520ff59aab59166e36813720a2,1584910775,"First full pyScript version upload

I just updated the package names which means that the saves will not be usable, all the scripts should get recreated but now the packages have actually useful names.
Main EDITOR features implemented recently:
- undo/redo for the most basic operations including copy/paste
- logging is available to all nodeinstances including standard logs for 'global' and 'error' for every script
- auto connecting node instances
- intuitive node choice widget handeling and design
- creation of custom variables and renaming
- creation of custom scripts and renaming
- dialog for setting variables values
- two different desing styles for node instances
- scene picture export; viewport and whole scene
- enabeling/disabeling debug messages
and a lot of bug fixes.
",ad219e8cb43d7546e94cd407e9a125508deaf906,721,0,0,0,721,"2,91,65,141,69,34,14,19,224,56,7",11,722,10.0,1,10,Python
34478,ekazaev_route-composer,5b964e60fd09893cb0fce97822d8cbe5698bc826,1580606040,"Bumped the pod version and updated documentation
",4550365dbbeb585baac68bdec994833ea313e718,2,0,0,0,2,"13,27,265,115,106,37,24,114,15,1",10,717,1.0,1,9,Swift
34502,tern-tools_tern,7c9ae9c04783d79f9c8cb6bb7c02f4059e8e0079,1499723412,"Bundled pyvenv packages

Signed-off-by: Nisha K <nishak@vmware.com>
",1c04e517a0b475bda5860a0ebc44c989aa0b9a1b,361,0,0,0,361,"5,11,0,1,74,79,91,36,48,16,2",11,363,10.0,1,10,Python
35145,jeffreysu_weixinmpsdk,705f9a3e475b51ad0298dc9bc4a5cdf566a55d2c,1483457626,"Merge pull request #332 from JeffreySu/Developer

Developer","333cba8809435b0551968cde8a291c1bea857c41,4e822b0802cd24b65ff29523cc108f326cad5858",23,0,1,0,24,"5,3,29,82,324,383,325,31,14,1,3,2",12,1202,3.0,1,11,C#
35569,mlemgroup_mormaer-mlem,58bad5f0949caa510a2e86eb79b1dbf99b825e80,1649113471,"Implemented sharing of posts and fixed some bugs
",32fbd24ac14ea0c73c34b1c90bc9f02a7dfc0abb,4,0,4,0,8,"1,7,7,24,4,2,1,8,2,2,3",11,61,1.0,1,10,Swift
35687,blackorbird_apt_report,b3c7e3e44919110233046735f22a1394473da74f,1555557552,"APT34
",f6c28393534a39d1daf6e77337201ad3c5f79891,495,0,0,0,495,"1,21,34,5,9,46,107,77,19,74,108,53",12,554,8.0,1,11,Python
36256,fredkschott_snowpack,2285f8cb6a92127de6e78ef303d255dfe9598a7d,1579456359,"move integration tests to new dir
",5511f7b49ca2ea0f0fd1dd121799677bcad88fe8,22,3,1076,0,1101,"7,15,15,30,31,156,200,133,230,141,147,30",12,1135,1.0,1,11,JavaScript
36754,misp_misp,754230feb0241638657b2c8d68d5e7d775955f04,1332322462,Graph for Signatures Type per organisation,7a3be6953cfcfbe53e7d3f7875996e4ba62e650d,1853,0,0,0,1853,"1,5,28,63,31,83,245,154,69,1188,100,8",12,1975,6.0,1,11,PHP
37395,dfirkuiper_kuiper,0081cd31e7d7a2c9c1d68837bf9055f225b57178,1636132172,"version 2.2.0
",b2565b82d01c5a123749d254b0e5449db479cdc9,9436,9280,1439,0,20155,"7,23,16,31,152,782,2140,3017,4139,516,55,2",12,10880,1.0,1,11,JavaScript
37479,googlecontainertools_container-diff,4db9345cf928e7525876f70329a6796764459722,1538431332,"Merge pull request #260 from nkubala/dep

Fix deps","639c79c2d5d88637d4a0e892060253d09aed0cb0,e819e975075c6bbbd45b28fe6efcbc2145b8f627",84,746,6,3,839,"16,65,16,41,188,470,170,74,13,20,50,2,3,2",14,1130,2.0,1,13,Go
37511,mohamedsherifnoureldin_pctrl,9590e7edbb4e3dd743c8dc713e41b3b550369880,1683701325,"Added release files
",257823e5d7f73742f266c34eb63125eb18941cb0,13,0,0,0,13,"6,14,21,7,2,0,1,1,0,0,3",11,55,7.0,1,10,Rust
37513,andriydruk_swift-weather-app,b4a3ca6829228e62fb9b2fe6ffb6068ed24206cc,1587418346,"Dev: init commit
",b66debd3f1c19fb2863d1cf1ee13874d19805656,74,0,0,0,74,"3,12,7,2,1,4,34,0,5,8",10,76,9.0,1,9,Swift
37546,simplysecurity_simplyemail,0f0ae124452eb941f5cc86496730b80e2c7b4562,1447002194,"Fixed Html parse / Added print lines
",e231331fcc42fd2be2c322eaa65b9e1d39eec255,190,0,0,0,190,"5,32,92,67,186,40,36,10,76,1",10,545,4.0,1,9,Python
37551,simplysecurity_simplyemail,3b5c6fab65cce0b0aa4eb9c9ce3931b179555bd3,1447031543,"Removed Debug Statement's
",5ffb5af38cbb3fdd6d8d2863e98dcf0e635f9ca0,190,0,0,0,190,"4,36,92,67,186,40,36,10,76,1",10,548,4.0,1,9,Python
37688,spring-cloud_stream-applications,53210e388e2b308359271e55527b3eff9a634bcd,1604436624,"Enhance Junit jupiter support
",b472b23fc48471ede15bff9ec1d76cf20e9dce97,2,0,2,0,4,"6,8,29,245,0,0,47,203,0,0,0,25,277,176,45,4",16,1065,1.0,1,15,Java
38091,google_iosched,761c35a297650a4c29a756d9cbcfc5995d92ec4b,1494594378,"Merge ""Use material-components-android instead of design library 25.3.1""","1d97151ae93d9d14c82bb22f299847506065becd,4b06e4b7efe782245fa9d2c2e4283fe369747a49",299,0,0,0,299,"10,32,58,52,30,475,63,37,96,19,220,166,34,37,1,8",16,1338,1.0,1,15,Kotlin
38415,lyft_domic,deb2889246e7f4cb18a0dafac897247ac8ca11f9,1535558432,"Add RxRedux sample (#33)

PR adds sample of Domic integration with [RxRedux](https://github.com/freeletics/RxRedux) made by @sockeqwe at Freelitics
